country,survey_name,wave,idno,feasibility_score,metadata_has_budget,metadata_has_oop,metadata_has_weight,metadata_has_timing,metadata_has_geography,metadata_has_financial_core,metadata_has_access_core,metadata_has_main_sample_core,raw_file_inspected,raw_variable_verified,harmonization_value_audit_ready,eligible_for_final_sample,eligible_for_access_secondary_sample,status,gap
Tanzania,National Panel Survey Wave 4 - Feed the Future Interim Supplemental Survey 2016,2016,TZA_2016_NPS-FTFISS_v01_M,2,0,0,1,1,1,0,0,0,0,0,0,0,0,excluded_or_low_priority_until_raw_evidence,budget_missing_or_metadata_weak;oop_missing_or_metadata_weak;access_core_missing_or_metadata_weak;raw_microdata_not_inspected
Nigeria,"General Household Survey Panel, Farm Area Measurement Validation Study 2013",2013,NGA_2013_GHSP-FAMVS_v01_M,1,0,0,1,0,1,0,0,0,0,0,0,0,0,excluded_or_low_priority_until_raw_evidence,budget_missing_or_metadata_weak;oop_missing_or_metadata_weak;timing_missing_or_metadata_weak;access_core_missing_or_metadata_weak;raw_microdata_not_inspected
Malawi,Integrated Household Living Conditions Survey 2010-2011 ; Subset for Machine Learning Comparative Assessment Project,2010-2011,MWI_2010_IHS-III_v01_M_v01_A_ML,2,1,0,1,0,1,0,1,0,0,0,0,0,0,excluded_or_low_priority_until_raw_evidence,oop_missing_or_metadata_weak;timing_missing_or_metadata_weak;raw_microdata_not_inspected
Ethiopia,"Household Income, Consumption and Expenditure Survey 2004-2005 - World Bank SHIP Harmonized Dataset",2004-2005,ETH_2004_HICES_v01_M_v01_A_SHIP,1,0,0,1,0,1,0,0,0,0,0,0,0,0,excluded_or_low_priority_until_raw_evidence,budget_missing_or_metadata_weak;oop_missing_or_metadata_weak;timing_missing_or_metadata_weak;access_core_missing_or_metadata_weak;raw_microdata_not_inspected
Ethiopia,"Household Income, Consumption and Expenditure Survey 1999-2000 - World Bank SHIP Harmonized Dataset",1999-2000,ETH_2000_HICES_v01_M_v01_A_SHIP,1,0,0,1,0,1,0,0,0,0,0,0,0,0,excluded_or_low_priority_until_raw_evidence,budget_missing_or_metadata_weak;oop_missing_or_metadata_weak;timing_missing_or_metadata_weak;access_core_missing_or_metadata_weak;raw_microdata_not_inspected
Nigeria,National Longitudinal Phone Survey 2021-2024,2021-2024,NGA_2021-2024_NLPS_v10_M,3,0,1,1,1,1,0,1,0,0,0,0,0,0,metadata_secondary_access_candidate_not_selectable,budget_missing_or_metadata_weak;raw_microdata_not_inspected
Tanzania,High Frequency Welfare Monitoring Phone Survey 2021-2024,2021-2024,TZA_2021-2024_HFWMPS_v09_M,4,1,1,1,1,1,1,1,1,0,0,0,0,0,metadata_main_sample_candidate_not_selectable,raw_microdata_not_inspected
Ethiopia,High Frequency Phone Survey 2020-2024,2020-2024,ETH_2020-2024_HFPS_v15_M,2,0,0,1,0,1,0,1,0,0,0,0,0,0,excluded_or_low_priority_until_raw_evidence,budget_missing_or_metadata_weak;oop_missing_or_metadata_weak;timing_missing_or_metadata_weak;raw_microdata_not_inspected
Mali,COVID-19 Panel Phone Survey of Households 2020,2020,MLI_2020_HFPS_v05_M,2,0,0,1,0,1,0,0,0,0,0,0,0,0,excluded_or_low_priority_until_raw_evidence,budget_missing_or_metadata_weak;oop_missing_or_metadata_weak;timing_missing_or_metadata_weak;access_core_missing_or_metadata_weak;raw_microdata_not_inspected
Ethiopia,COVID-19 Vaccination Survey 2022,2022,ETH_2022_COVID19-Vax_v01_M,1,0,0,1,0,1,0,0,0,0,0,0,0,0,excluded_or_low_priority_until_raw_evidence,budget_missing_or_metadata_weak;oop_missing_or_metadata_weak;timing_missing_or_metadata_weak;access_core_missing_or_metadata_weak;raw_microdata_not_inspected
Kyrgyz Republic,Poverty Monitoring Survey 1996,1996,KGZ_1996_KPMS_v01_M,1,0,0,0,0,0,0,0,0,0,0,0,0,0,excluded_or_low_priority_until_raw_evidence,budget_missing_or_metadata_weak;oop_missing_or_metadata_weak;weight_missing_or_metadata_weak;timing_missing_or_metadata_weak;geography_missing_or_metadata_weak;access_core_missing_or_metadata_weak;raw_microdata_not_inspected
Nicaragua,Encuesta Nacional de Hogares sobre Medición de Niveles de Vida 1998-1999 (Panel),1998-1999,NIC_1998_EMNV_v01_M,3,0,1,0,1,1,0,0,0,0,0,0,0,0,excluded_or_low_priority_until_raw_evidence,budget_missing_or_metadata_weak;weight_missing_or_metadata_weak;access_core_missing_or_metadata_weak;raw_microdata_not_inspected
Kyrgyz Republic,Multipurpose Poverty Survey 1993,1993,KGZ_1993_KMPS_v01_M,5,1,1,1,1,1,1,1,1,0,0,0,0,0,metadata_main_sample_candidate_not_selectable,raw_microdata_not_inspected
Ghana,Socioeconomic Panel Survey: 2009-2010,2009-2010,GHA_2009_GSPS_v01_M,3,0,1,1,0,1,0,1,0,0,0,0,0,0,excluded_or_low_priority_until_raw_evidence,budget_missing_or_metadata_weak;timing_missing_or_metadata_weak;raw_microdata_not_inspected
Jamaica,Survey of Living Conditions 1989(2),1989-1990,JAM_1989_SLC2_v01_M,3,0,0,1,1,1,0,1,0,0,0,0,0,0,metadata_secondary_access_candidate_not_selectable,budget_missing_or_metadata_weak;oop_missing_or_metadata_weak;raw_microdata_not_inspected
Ecuador,Encuesta Condiciones de Vida 1998,1998,ECU_1998_ECV_v02_M,2,0,1,0,0,0,0,0,0,0,0,0,0,0,excluded_or_low_priority_until_raw_evidence,budget_missing_or_metadata_weak;weight_missing_or_metadata_weak;timing_missing_or_metadata_weak;geography_missing_or_metadata_weak;access_core_missing_or_metadata_weak;raw_microdata_not_inspected
Panama,Encuesta de Niveles de Vida 1997,1997,PAN_1997_ENV_v01_M,2,0,1,1,0,0,0,0,0,0,0,0,0,0,excluded_or_low_priority_until_raw_evidence,budget_missing_or_metadata_weak;timing_missing_or_metadata_weak;geography_missing_or_metadata_weak;access_core_missing_or_metadata_weak;raw_microdata_not_inspected
Togo,"Enquête Harmonisée sur le Conditions de Vie des Ménages, 2021-2022",2021-2022,TGO_2021_EHCVM-2_v01_M,5,1,1,1,1,1,1,1,1,0,0,0,0,0,metadata_main_sample_candidate_not_selectable,raw_microdata_not_inspected
Ecuador,Encuesta Condiciones de Vida 1995,1995,ECU_1995_ECV_v01_M,1,0,0,1,0,0,0,0,0,0,0,0,0,0,excluded_or_low_priority_until_raw_evidence,budget_missing_or_metadata_weak;oop_missing_or_metadata_weak;timing_missing_or_metadata_weak;geography_missing_or_metadata_weak;access_core_missing_or_metadata_weak;raw_microdata_not_inspected
Panama,Encuesta de Niveles de Vida 2008,2008,PAN_2008_ENV_v01_M,2,0,0,0,0,0,0,0,0,0,0,0,0,0,excluded_or_low_priority_until_raw_evidence,budget_missing_or_metadata_weak;oop_missing_or_metadata_weak;weight_missing_or_metadata_weak;timing_missing_or_metadata_weak;geography_missing_or_metadata_weak;access_core_missing_or_metadata_weak;raw_microdata_not_inspected
Guinea-Bissau,"Inquérito Harmonizado sobre as Condiçöes de vide dos Agreagados Familiares, 2021-2022",2021-2022,GNB_2021_EHCVM-2_v01_M,2,0,0,0,0,0,0,0,0,0,0,0,0,0,excluded_or_low_priority_until_raw_evidence,budget_missing_or_metadata_weak;oop_missing_or_metadata_weak;weight_missing_or_metadata_weak;timing_missing_or_metadata_weak;geography_missing_or_metadata_weak;access_core_missing_or_metadata_weak;raw_microdata_not_inspected
Senegal,"Enquête Harmonisée sur le Conditions de Vie des Ménages, 2021-20122",2021-2022,SEN_2021_EHCVM-2_v01_M,5,1,1,1,1,1,1,1,1,0,0,0,0,0,metadata_main_sample_candidate_not_selectable,raw_microdata_not_inspected
Benin,"Enquête Harmonisée sur le Conditions de Vie des Ménages, 2021-2022",2021-2022,BEN_2021_EHCVM-2_v01_M,5,1,1,1,1,1,1,1,1,0,0,0,0,0,metadata_main_sample_candidate_not_selectable,raw_microdata_not_inspected
Côte d'Ivoire,Enquête Permanente Auprès des Ménages 1987-1988 (Wave 3 Panel),1987-1988,CIV_1987_EPAM_v01_M,4,0,1,1,1,1,0,1,0,0,0,0,0,0,metadata_secondary_access_candidate_not_selectable,budget_missing_or_metadata_weak;raw_microdata_not_inspected
Kyrgyz Republic,Poverty Monitoring Survey 1998,1998,KGZ_1998_KPMS_v01_M,3,1,1,0,0,0,1,0,0,0,0,0,0,0,excluded_or_low_priority_until_raw_evidence,weight_missing_or_metadata_weak;timing_missing_or_metadata_weak;geography_missing_or_metadata_weak;access_core_missing_or_metadata_weak;raw_microdata_not_inspected
Côte d'Ivoire,"Enquête Harmonisée sur le Conditions de Vie des Ménages, 2021-2022",2021-2022,CIV_2021_EHCVM-2_v01_M,5,1,1,1,1,1,1,1,1,0,0,0,0,0,metadata_main_sample_candidate_not_selectable,raw_microdata_not_inspected
Bulgaria,Multitopic Household Survey 2003,2003,BGR_2003_MTHS_v01_M,4,1,1,1,0,1,1,1,0,0,0,0,0,0,excluded_or_low_priority_until_raw_evidence,timing_missing_or_metadata_weak;raw_microdata_not_inspected
Senegal,Enquête Harmonisée sur le Conditions de Vie des Ménages 2018-2019,2018-2019,SEN_2018_EHCVM_v02_M,4,1,1,1,0,1,1,1,0,0,0,0,0,0,excluded_or_low_priority_until_raw_evidence,timing_missing_or_metadata_weak;raw_microdata_not_inspected
Nicaragua,Encuesta Nacional de Hogares sobre Medición de Niveles de Vida 2001,2001,NIC_2001_EMNV_v01_M,1,0,0,0,0,1,0,0,0,0,0,0,0,0,excluded_or_low_priority_until_raw_evidence,budget_missing_or_metadata_weak;oop_missing_or_metadata_weak;weight_missing_or_metadata_weak;timing_missing_or_metadata_weak;access_core_missing_or_metadata_weak;raw_microdata_not_inspected
Guinea-Bissau,Inquérito Harmonizado sobre as Condiçöes de vide dos Agreagados Familiares 2018-2019,2018-2019,GNB_2018_EHCVM_v02_M,2,0,0,0,0,0,0,0,0,0,0,0,0,0,excluded_or_low_priority_until_raw_evidence,budget_missing_or_metadata_weak;oop_missing_or_metadata_weak;weight_missing_or_metadata_weak;timing_missing_or_metadata_weak;geography_missing_or_metadata_weak;access_core_missing_or_metadata_weak;raw_microdata_not_inspected
Kyrgyz Republic,Poverty Monitoring Survey 1997,1997,KGZ_1997_KPMS_v01_M,2,1,0,1,0,0,0,0,0,0,0,0,0,0,excluded_or_low_priority_until_raw_evidence,oop_missing_or_metadata_weak;timing_missing_or_metadata_weak;geography_missing_or_metadata_weak;access_core_missing_or_metadata_weak;raw_microdata_not_inspected
Panama,Encuesta de Niveles de Vida 2003,2003,PAN_2003_ENV_v01_M,2,0,1,0,0,1,0,0,0,0,0,0,0,0,excluded_or_low_priority_until_raw_evidence,budget_missing_or_metadata_weak;weight_missing_or_metadata_weak;timing_missing_or_metadata_weak;access_core_missing_or_metadata_weak;raw_microdata_not_inspected
Benin,Enquête Harmonisée sur le Conditions de Vie des Ménages 2018-2019,2018-2019,BEN_2018_EHCVM_v02_M,4,1,1,1,0,1,1,1,0,0,0,0,0,0,excluded_or_low_priority_until_raw_evidence,timing_missing_or_metadata_weak;raw_microdata_not_inspected
Côte d'Ivoire,Enquête Permanente Auprès des Ménages 1986-1987 (Wave 2 Panel),1986-1987,CIV_1986_EPAM_v01_M,4,0,1,1,1,1,0,1,0,0,0,0,0,0,metadata_secondary_access_candidate_not_selectable,budget_missing_or_metadata_weak;raw_microdata_not_inspected
Togo,Enquête Harmonisée sur le Conditions de Vie des Ménages 2018-2019,2018-2019,TGO_2018_EHCVM_v02_M,4,1,1,1,0,1,1,1,0,0,0,0,0,0,excluded_or_low_priority_until_raw_evidence,timing_missing_or_metadata_weak;raw_microdata_not_inspected
Côte d'Ivoire,"Enquête Permanente Auprès des Ménages 1985-1986, Wave 1 Panel",1985-1986,CIV_1985_EPAM_v01_M,4,0,1,1,1,1,0,1,0,0,0,0,0,0,metadata_secondary_access_candidate_not_selectable,budget_missing_or_metadata_weak;raw_microdata_not_inspected
Guatemala,Encuesta Nacional sobre Condiciones de Vida 2000,2000,GTM_2000_ENCOVI_v01_M,2,0,1,1,0,1,0,0,0,0,0,0,0,0,excluded_or_low_priority_until_raw_evidence,budget_missing_or_metadata_weak;timing_missing_or_metadata_weak;access_core_missing_or_metadata_weak;raw_microdata_not_inspected
Nicaragua,Encuesta Nacional de Hogares sobre Medición de Niveles de Vida 2005,2005,NIC_2005_EMNV_v01_M,1,0,0,0,0,1,0,0,0,0,0,0,0,0,excluded_or_low_priority_until_raw_evidence,budget_missing_or_metadata_weak;oop_missing_or_metadata_weak;weight_missing_or_metadata_weak;timing_missing_or_metadata_weak;access_core_missing_or_metadata_weak;raw_microdata_not_inspected
Côte d'Ivoire,Enquête Permanente Auprès des Ménages 1988-1989 (Wave 4 Panel),1988-1989,CIV_1988_EPAM_v01_M,4,0,1,1,1,1,0,1,0,0,0,0,0,0,metadata_secondary_access_candidate_not_selectable,budget_missing_or_metadata_weak;raw_microdata_not_inspected
Peru,Encuesta Nacional de Hogares sobre Medición de Niveles de Vida 1985,1985-1986,PER_1985_ENNIV_v01_M,4,0,1,0,1,1,0,1,0,0,0,0,0,0,metadata_secondary_access_candidate_not_selectable,budget_missing_or_metadata_weak;weight_missing_or_metadata_weak;raw_microdata_not_inspected
India,Uttar Pradesh and Bihar Survey of Living Conditions 1997-1998,1997-1998,IND_1997_SLCUPB_v01_M,4,0,1,1,1,1,0,1,0,0,0,0,0,0,metadata_secondary_access_candidate_not_selectable,budget_missing_or_metadata_weak;raw_microdata_not_inspected
Bulgaria,Multitopic Household Survey 2007,2007,BGR_2007_MTHS_v01_M,2,0,0,1,0,1,0,1,0,0,0,0,0,0,excluded_or_low_priority_until_raw_evidence,budget_missing_or_metadata_weak;oop_missing_or_metadata_weak;timing_missing_or_metadata_weak;raw_microdata_not_inspected
Peru,Encuesta Nacional de Hogares sobre Medición de Niveles de Vida 1994,1994,PER_1994_ENNIV_v01_M,2,0,0,0,0,1,0,0,0,0,0,0,0,0,excluded_or_low_priority_until_raw_evidence,budget_missing_or_metadata_weak;oop_missing_or_metadata_weak;weight_missing_or_metadata_weak;timing_missing_or_metadata_weak;access_core_missing_or_metadata_weak;raw_microdata_not_inspected
Jamaica,Survey of Living Conditions 1999,1999,JAM_1999_SLC_v01_M,4,1,0,1,1,1,0,1,0,0,0,0,0,0,metadata_secondary_access_candidate_not_selectable,oop_missing_or_metadata_weak;raw_microdata_not_inspected
Nicaragua,Encuesta Nacional de Hogares sobre Medición de Niveles de Vida 1993,1993,NIC_1993_EMNV_v01_M,2,0,0,1,0,1,0,1,0,0,0,0,0,0,excluded_or_low_priority_until_raw_evidence,budget_missing_or_metadata_weak;oop_missing_or_metadata_weak;timing_missing_or_metadata_weak;raw_microdata_not_inspected
Jamaica,Survey of Living Conditions 1990,1990,JAM_1990_SLC_v01_M,3,0,0,1,1,1,0,1,0,0,0,0,0,0,metadata_secondary_access_candidate_not_selectable,budget_missing_or_metadata_weak;oop_missing_or_metadata_weak;raw_microdata_not_inspected
Iraq,"Household Socio-Economic Survey 2012, Second Round",2012-2013,IRQ_2012_IHSES_v02_M,3,0,1,1,0,1,0,1,0,0,0,0,0,0,excluded_or_low_priority_until_raw_evidence,budget_missing_or_metadata_weak;timing_missing_or_metadata_weak;raw_microdata_not_inspected
Liberia,National Household Forest Survey 2018-2019,2018-2019,LBR_2018_NHFS_v01_M,3,1,0,1,1,1,0,0,0,0,0,0,0,0,excluded_or_low_priority_until_raw_evidence,oop_missing_or_metadata_weak;access_core_missing_or_metadata_weak;raw_microdata_not_inspected
Iraq,Household Socio-Economic Survey 2006-2007,2006-2007,IRQ_2006_IHSES_v02_M,3,0,1,1,0,1,0,1,0,0,0,0,0,0,excluded_or_low_priority_until_raw_evidence,budget_missing_or_metadata_weak;timing_missing_or_metadata_weak;raw_microdata_not_inspected
Jamaica,Survey of Living Conditions 1993,1993,JAM_1993_SLC_v01_M,4,1,0,1,1,1,0,1,0,0,0,0,0,0,metadata_secondary_access_candidate_not_selectable,oop_missing_or_metadata_weak;raw_microdata_not_inspected
Jamaica,Survey of Living Conditions 1997,1997,JAM_1997_SLC_v01_M,2,0,0,0,0,0,0,0,0,0,0,0,0,0,excluded_or_low_priority_until_raw_evidence,budget_missing_or_metadata_weak;oop_missing_or_metadata_weak;weight_missing_or_metadata_weak;timing_missing_or_metadata_weak;geography_missing_or_metadata_weak;access_core_missing_or_metadata_weak;raw_microdata_not_inspected
Jamaica,Survey of Living Conditions 2000,2000,JAM_2000_SLC_v01_M,4,1,0,1,1,1,0,1,0,0,0,0,0,0,metadata_secondary_access_candidate_not_selectable,oop_missing_or_metadata_weak;raw_microdata_not_inspected
Peru,Encuesta Nacional de Hogares sobre Medición de Niveles de Vida 1991,1991,PER_1991_ENNIV_v01_M,4,0,1,0,1,1,0,1,0,0,0,0,0,0,metadata_secondary_access_candidate_not_selectable,budget_missing_or_metadata_weak;weight_missing_or_metadata_weak;raw_microdata_not_inspected
Jamaica,Survey of Living Conditions 1994,1994,JAM_1994_SLC_v01_M,3,1,0,1,1,1,0,1,0,0,0,0,0,0,metadata_secondary_access_candidate_not_selectable,oop_missing_or_metadata_weak;raw_microdata_not_inspected
Jamaica,Survey of Living Conditions 1995,1995,JAM_1995_SLC_v01_M,4,1,0,1,1,1,0,1,0,0,0,0,0,0,metadata_secondary_access_candidate_not_selectable,oop_missing_or_metadata_weak;raw_microdata_not_inspected
Jamaica,Survey of Living Conditions 1996,1996,JAM_1996_SLC_v01_M,4,1,0,1,1,1,0,1,0,0,0,0,0,0,metadata_secondary_access_candidate_not_selectable,oop_missing_or_metadata_weak;raw_microdata_not_inspected
Jamaica,Survey of Living Conditions 1998,1998,JAM_1998_SLC_v01_M,4,1,0,1,1,1,0,1,0,0,0,0,0,0,metadata_secondary_access_candidate_not_selectable,oop_missing_or_metadata_weak;raw_microdata_not_inspected
Jamaica,Survey of Living Conditions 1991,1991,JAM_1991_SLC_v01_M,4,0,1,1,1,1,0,1,0,0,0,0,0,0,metadata_secondary_access_candidate_not_selectable,budget_missing_or_metadata_weak;raw_microdata_not_inspected
Peru,Encuesta Nacional de Hogares sobre Medición de Niveles de Vida 1990,1990,PER_1990_ENNIV_v01_M,3,0,1,1,1,1,0,0,0,0,0,0,0,0,excluded_or_low_priority_until_raw_evidence,budget_missing_or_metadata_weak;access_core_missing_or_metadata_weak;raw_microdata_not_inspected
Jamaica,Survey of Living Conditions 1989(1),1989,JAM_1989_SLC1_v01_M,3,0,0,1,1,1,0,1,0,0,0,0,0,0,metadata_secondary_access_candidate_not_selectable,budget_missing_or_metadata_weak;oop_missing_or_metadata_weak;raw_microdata_not_inspected
Albania,Employment and Welfare Survey 1996,1996,ALB_1996_EWS_v01_M,4,0,1,1,1,1,0,1,0,0,0,0,0,0,metadata_secondary_access_candidate_not_selectable,budget_missing_or_metadata_weak;raw_microdata_not_inspected
Jamaica,Survey of Living Conditions 1992,1992,JAM_1992_SLC_v01_M,3,1,0,1,1,1,0,1,0,0,0,0,0,0,metadata_secondary_access_candidate_not_selectable,oop_missing_or_metadata_weak;raw_microdata_not_inspected
Azerbaijan,Survey of Living Conditions 1995,1995,AZE_1995_SLC_v01_M,2,0,0,0,0,0,0,0,0,0,0,0,0,0,excluded_or_low_priority_until_raw_evidence,budget_missing_or_metadata_weak;oop_missing_or_metadata_weak;weight_missing_or_metadata_weak;timing_missing_or_metadata_weak;geography_missing_or_metadata_weak;access_core_missing_or_metadata_weak;raw_microdata_not_inspected
Jamaica,Survey of Living Conditions 1988,1988,JAM_1988_SLC_v01_M,3,0,0,0,1,1,0,1,0,0,0,0,0,0,metadata_secondary_access_candidate_not_selectable,budget_missing_or_metadata_weak;oop_missing_or_metadata_weak;weight_missing_or_metadata_weak;raw_microdata_not_inspected
Côte d'Ivoire,Enquête Harmonisée sur le Conditions de Vie des Ménages 2018-2019,2018-2019,CIV_2018_EHCVM_v02_M,2,0,0,0,0,1,0,1,0,0,0,0,0,0,excluded_or_low_priority_until_raw_evidence,budget_missing_or_metadata_weak;oop_missing_or_metadata_weak;weight_missing_or_metadata_weak;timing_missing_or_metadata_weak;raw_microdata_not_inspected
Ghana,Ghana Living Standards Survey 5+ 2008,2008,GHA_2008_MCC-LSS_v01_M,3,0,1,0,0,1,0,1,0,0,0,0,0,0,excluded_or_low_priority_until_raw_evidence,budget_missing_or_metadata_weak;weight_missing_or_metadata_weak;timing_missing_or_metadata_weak;raw_microdata_not_inspected
Sierra Leone,Integrated Household Survey 2011,2011,SLE_2011_SLIHS_v01_M,5,1,1,1,1,1,1,1,1,0,0,0,0,0,metadata_main_sample_candidate_not_selectable,raw_microdata_not_inspected
Liberia,Household Income and Expenditure Survey 2016,2016-2017,LBR_2016_HIES_v01_M,3,0,0,0,1,1,0,1,0,0,0,0,0,0,metadata_secondary_access_candidate_not_selectable,budget_missing_or_metadata_weak;oop_missing_or_metadata_weak;weight_missing_or_metadata_weak;raw_microdata_not_inspected
South Africa,Income and Expenditure Survey 1990,1990-1991,ZAF_1990_IES_v01_M,4,1,1,1,1,1,1,0,1,0,0,0,0,0,metadata_main_sample_candidate_not_selectable,access_core_missing_or_metadata_weak;raw_microdata_not_inspected
Sierra Leone,Integrated Household Survey 2003-2004,2003-2004,SLE_2003_IHS_v01_M,3,0,1,1,0,1,0,1,0,0,0,0,0,0,excluded_or_low_priority_until_raw_evidence,budget_missing_or_metadata_weak;timing_missing_or_metadata_weak;raw_microdata_not_inspected
Gambia,Integrated Household Survey 2015,2015-2016,GMB_2015_IHS_v01_M,3,0,1,1,0,1,0,1,0,0,0,0,0,0,excluded_or_low_priority_until_raw_evidence,budget_missing_or_metadata_weak;timing_missing_or_metadata_weak;raw_microdata_not_inspected
South Africa,"Measuring Living Standards within Cities, Durban 2015",2015,ZAF_2015_DURBAN-LSMS_v01_M,3,0,1,1,0,1,0,1,0,0,0,0,0,0,excluded_or_low_priority_until_raw_evidence,budget_missing_or_metadata_weak;timing_missing_or_metadata_weak;raw_microdata_not_inspected
South Africa,Income and Expenditure Survey 1995,1995,ZAF_1995_IES_v01_M,3,1,1,1,0,1,1,0,0,0,0,0,0,0,excluded_or_low_priority_until_raw_evidence,timing_missing_or_metadata_weak;access_core_missing_or_metadata_weak;raw_microdata_not_inspected
Liberia,Household Income and Expenditure Survey 2014-2015,2014-2015,LBR_2014_HIES_v01_M,4,1,0,1,1,1,0,1,0,0,0,0,0,0,metadata_secondary_access_candidate_not_selectable,oop_missing_or_metadata_weak;raw_microdata_not_inspected
South Africa,Project for Statistics on Living Standards and Development 1993,1993,ZAF_1993_PSLSD_v01_M,3,0,1,1,0,1,0,1,0,0,0,0,0,0,excluded_or_low_priority_until_raw_evidence,budget_missing_or_metadata_weak;timing_missing_or_metadata_weak;raw_microdata_not_inspected
South Africa,Income and Expenditure Survey 2000,2000,ZAF_2000_IES_v01_M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,excluded_or_low_priority_until_raw_evidence,budget_missing_or_metadata_weak;oop_missing_or_metadata_weak;weight_missing_or_metadata_weak;timing_missing_or_metadata_weak;geography_missing_or_metadata_weak;access_core_missing_or_metadata_weak;raw_microdata_not_inspected
