priority_rank,priority_score,idno,dataset,official_url,file_name,module_guess,unit_guess,candidate_categories,candidate_harmonized_variables,candidate_raw_variables_examples,candidate_variable_count,download_status,post_download_action,notes
1,18,ETH_2021_ESPS-W5_v02_M,Ethiopia - Socio-Economic Panel Survey 2021-2022 (2021-2022; ETH_2021_ESPS-W5_v02_M),https://microdata.worldbank.org/catalog/6161/get-microdata,sect6b3_hh_w5.dta,other,household,demographics;geography;survey_design,admin1_or_admin2;age;hhid;household_weight_or_person_weight;psu_or_cluster_id;rural,saq01;saq14;ea_id;pw_w5;saq07;saq08;Age_Group;s6bq04;s6bq05,9,pending_manual_download,"place raw file/archive under temp/raw_downloads, then run make all",metadata-derived checklist; verify against raw file names and codebook before harmonization
1,18,ETH_2021_ESPS-W5_v02_M,Ethiopia - Socio-Economic Panel Survey 2021-2022 (2021-2022; ETH_2021_ESPS-W5_v02_M),https://microdata.worldbank.org/catalog/6161/get-microdata,sect12c_hh_w5.dta,geography,household,geography;shocks;survey_design,admin1_or_admin2;agriculture_livelihood;hhid;household_weight_or_person_weight;psu_or_cluster_id;rural,saq01;saq14;ea_id;pw_w5;saq07;saq08;crop_id;s12cq01b,8,pending_manual_download,"place raw file/archive under temp/raw_downloads, then run make all",metadata-derived checklist; verify against raw file names and codebook before harmonization
1,18,ETH_2021_ESPS-W5_v02_M,Ethiopia - Socio-Economic Panel Survey 2021-2022 (2021-2022; ETH_2021_ESPS-W5_v02_M),https://microdata.worldbank.org/catalog/6161/get-microdata,sect13_hh_w5.dta,other,household,geography;survey_design,admin1_or_admin2;hhid;household_weight_or_person_weight;psu_or_cluster_id;rural,s13q04a;s13q04b;saq01;saq14;ea_id;pw_w5;saq07;saq08,8,pending_manual_download,"place raw file/archive under temp/raw_downloads, then run make all",metadata-derived checklist; verify against raw file names and codebook before harmonization
1,18,ETH_2021_ESPS-W5_v02_M,Ethiopia - Socio-Economic Panel Survey 2021-2022 (2021-2022; ETH_2021_ESPS-W5_v02_M),https://microdata.worldbank.org/catalog/6161/get-microdata,sect02_com_w5.dta,demographics/roster,person,demographics;geography;survey_design,admin1_or_admin2;education;pid;psu_or_cluster_id;rural;sex,saq01;saq14;cs2q01;ea_id;saq07;cs2q03;cs2q07,7,pending_manual_download,"place raw file/archive under temp/raw_downloads, then run make all",metadata-derived checklist; verify against raw file names and codebook before harmonization
1,18,ETH_2021_ESPS-W5_v02_M,Ethiopia - Socio-Economic Panel Survey 2021-2022 (2021-2022; ETH_2021_ESPS-W5_v02_M),https://microdata.worldbank.org/catalog/6161/get-microdata,sect11_hh_w5.dta,other,household,demographics;geography;survey_design,admin1_or_admin2;asset_index_or_asset_variable;hhid;household_weight_or_person_weight;psu_or_cluster_id;rural,saq01;saq14;ea_id;pw_w5;saq07;saq08;asset_cd,7,pending_manual_download,"place raw file/archive under temp/raw_downloads, then run make all",metadata-derived checklist; verify against raw file names and codebook before harmonization
1,18,ETH_2021_ESPS-W5_v02_M,Ethiopia - Socio-Economic Panel Survey 2021-2022 (2021-2022; ETH_2021_ESPS-W5_v02_M),https://microdata.worldbank.org/catalog/6161/get-microdata,sect12_com_w5.dta,other,community/geography,geography;shocks;survey_design,admin1_or_admin2;psu_or_cluster_id;rural;shock_module_variable,saq01;saq14;ea_id;saq07;cs12q01;cs12q02_1;cs12q02_2,7,pending_manual_download,"place raw file/archive under temp/raw_downloads, then run make all",metadata-derived checklist; verify against raw file names and codebook before harmonization
1,18,ETH_2021_ESPS-W5_v02_M,Ethiopia - Socio-Economic Panel Survey 2021-2022 (2021-2022; ETH_2021_ESPS-W5_v02_M),https://microdata.worldbank.org/catalog/6161/get-microdata,sect12c_q1_hh_w5.dta,geography,household,geography;shocks;survey_design,admin1_or_admin2;agriculture_livelihood;hhid;household_weight_or_person_weight;psu_or_cluster_id;rural,saq01;saq14;ea_id;pw_w5;saq07;saq08;s12cq01,7,pending_manual_download,"place raw file/archive under temp/raw_downloads, then run make all",metadata-derived checklist; verify against raw file names and codebook before harmonization
1,18,ETH_2021_ESPS-W5_v02_M,Ethiopia - Socio-Economic Panel Survey 2021-2022 (2021-2022; ETH_2021_ESPS-W5_v02_M),https://microdata.worldbank.org/catalog/6161/get-microdata,sect2_pp_w5.dta,demographics/roster,person,geography;shocks;survey_design,admin1_or_admin2;agriculture_livelihood;hhid;household_weight_or_person_weight;psu_or_cluster_id;rural,saq01;saq14;ea_id;pw_w5;saq07;saq08;saq15,7,pending_manual_download,"place raw file/archive under temp/raw_downloads, then run make all",metadata-derived checklist; verify against raw file names and codebook before harmonization
1,18,ETH_2021_ESPS-W5_v02_M,Ethiopia - Socio-Economic Panel Survey 2021-2022 (2021-2022; ETH_2021_ESPS-W5_v02_M),https://microdata.worldbank.org/catalog/6161/get-microdata,sect3b_hh_w5.dta,other,household,geography;survey_design,admin1_or_admin2;hhid;household_weight_or_person_weight;pid;psu_or_cluster_id;rural,saq01;saq14;ea_id;individual_id;pw_w5;saq07;saq08,7,pending_manual_download,"place raw file/archive under temp/raw_downloads, then run make all",metadata-derived checklist; verify against raw file names and codebook before harmonization
1,18,ETH_2021_ESPS-W5_v02_M,Ethiopia - Socio-Economic Panel Survey 2021-2022 (2021-2022; ETH_2021_ESPS-W5_v02_M),https://microdata.worldbank.org/catalog/6161/get-microdata,sect6c_hh_w5.dta,other,household,geography;survey_design,admin1_or_admin2;hhid;household_weight_or_person_weight;pid;psu_or_cluster_id;rural,saq01;saq14;ea_id;individual_id;pw_w5;saq07;saq08,7,pending_manual_download,"place raw file/archive under temp/raw_downloads, then run make all",metadata-derived checklist; verify against raw file names and codebook before harmonization
1,18,ETH_2021_ESPS-W5_v02_M,Ethiopia - Socio-Economic Panel Survey 2021-2022 (2021-2022; ETH_2021_ESPS-W5_v02_M),https://microdata.worldbank.org/catalog/6161/get-microdata,sect8_hh_w5.dta,other,household,demographics;geography;survey_design,admin1_or_admin2;hhid;household_size;household_weight_or_person_weight;psu_or_cluster_id;rural,saq01;saq14;ea_id;pw_w5;saq07;saq08;saq09,7,pending_manual_download,"place raw file/archive under temp/raw_downloads, then run make all",metadata-derived checklist; verify against raw file names and codebook before harmonization
1,18,ETH_2021_ESPS-W5_v02_M,Ethiopia - Socio-Economic Panel Survey 2021-2022 (2021-2022; ETH_2021_ESPS-W5_v02_M),https://microdata.worldbank.org/catalog/6161/get-microdata,sect03_com_w5.dta,other,community/geography,geography;shocks;survey_design,admin1_or_admin2;agriculture_livelihood;psu_or_cluster_id;rural,saq01;saq14;ea_id;saq07;cs3q10;cs3q11a,6,pending_manual_download,"place raw file/archive under temp/raw_downloads, then run make all",metadata-derived checklist; verify against raw file names and codebook before harmonization
1,18,ETH_2021_ESPS-W5_v02_M,Ethiopia - Socio-Economic Panel Survey 2021-2022 (2021-2022; ETH_2021_ESPS-W5_v02_M),https://microdata.worldbank.org/catalog/6161/get-microdata,sect05_com_w5.dta,other,community/geography,demographics;geography;survey_design,admin1_or_admin2;psu_or_cluster_id;rural;sex,saq01;saq14;ea_id;saq07;cs5q10;cs5q11,6,pending_manual_download,"place raw file/archive under temp/raw_downloads, then run make all",metadata-derived checklist; verify against raw file names and codebook before harmonization
1,18,ETH_2021_ESPS-W5_v02_M,Ethiopia - Socio-Economic Panel Survey 2021-2022 (2021-2022; ETH_2021_ESPS-W5_v02_M),https://microdata.worldbank.org/catalog/6161/get-microdata,sect14_hh_w5.dta,other,household,geography;survey_design,admin1_or_admin2;hhid;household_weight_or_person_weight;psu_or_cluster_id;rural,saq01;saq14;ea_id;pw_w5;saq07;saq08,6,pending_manual_download,"place raw file/archive under temp/raw_downloads, then run make all",metadata-derived checklist; verify against raw file names and codebook before harmonization
1,18,ETH_2021_ESPS-W5_v02_M,Ethiopia - Socio-Economic Panel Survey 2021-2022 (2021-2022; ETH_2021_ESPS-W5_v02_M),https://microdata.worldbank.org/catalog/6161/get-microdata,sect6a_hh_w5.dta,consumption/welfare,household,geography;survey_design,admin1_or_admin2;hhid;household_weight_or_person_weight;psu_or_cluster_id;rural,saq01;saq14;ea_id;pw_w5;saq07;saq08,6,pending_manual_download,"place raw file/archive under temp/raw_downloads, then run make all",metadata-derived checklist; verify against raw file names and codebook before harmonization
1,18,ETH_2021_ESPS-W5_v02_M,Ethiopia - Socio-Economic Panel Survey 2021-2022 (2021-2022; ETH_2021_ESPS-W5_v02_M),https://microdata.worldbank.org/catalog/6161/get-microdata,sect6b2_hh_w5.dta,other,household,geography;survey_design,admin1_or_admin2;hhid;household_weight_or_person_weight;psu_or_cluster_id;rural,saq01;saq14;ea_id;pw_w5;saq07;saq08,6,pending_manual_download,"place raw file/archive under temp/raw_downloads, then run make all",metadata-derived checklist; verify against raw file names and codebook before harmonization
1,18,ETH_2021_ESPS-W5_v02_M,Ethiopia - Socio-Economic Panel Survey 2021-2022 (2021-2022; ETH_2021_ESPS-W5_v02_M),https://microdata.worldbank.org/catalog/6161/get-microdata,sect6b4_hh_w5.dta,other,household,geography;survey_design,admin1_or_admin2;hhid;household_weight_or_person_weight;psu_or_cluster_id;rural,saq01;saq14;ea_id;pw_w5;saq07;saq08,6,pending_manual_download,"place raw file/archive under temp/raw_downloads, then run make all",metadata-derived checklist; verify against raw file names and codebook before harmonization
1,18,ETH_2021_ESPS-W5_v02_M,Ethiopia - Socio-Economic Panel Survey 2021-2022 (2021-2022; ETH_2021_ESPS-W5_v02_M),https://microdata.worldbank.org/catalog/6161/get-microdata,sect7a_hh_w5.dta,consumption/welfare,household,geography;survey_design,admin1_or_admin2;hhid;household_weight_or_person_weight;psu_or_cluster_id;rural,saq01;saq14;ea_id;pw_w5;saq07;saq08,6,pending_manual_download,"place raw file/archive under temp/raw_downloads, then run make all",metadata-derived checklist; verify against raw file names and codebook before harmonization
1,18,ETH_2021_ESPS-W5_v02_M,Ethiopia - Socio-Economic Panel Survey 2021-2022 (2021-2022; ETH_2021_ESPS-W5_v02_M),https://microdata.worldbank.org/catalog/6161/get-microdata,sect7b_hh_w5.dta,consumption/welfare,household,geography;survey_design,admin1_or_admin2;hhid;household_weight_or_person_weight;psu_or_cluster_id;rural,saq01;saq14;ea_id;pw_w5;saq07;saq08,6,pending_manual_download,"place raw file/archive under temp/raw_downloads, then run make all",metadata-derived checklist; verify against raw file names and codebook before harmonization
1,18,ETH_2021_ESPS-W5_v02_M,Ethiopia - Socio-Economic Panel Survey 2021-2022 (2021-2022; ETH_2021_ESPS-W5_v02_M),https://microdata.worldbank.org/catalog/6161/get-microdata,sect01b_com_w5.dta,other,community/geography,demographics;geography;survey_design,admin1_or_admin2;asset_index_or_asset_variable;psu_or_cluster_id;rural,saq01;saq14;ea_id;saq07;cs2aq07,5,pending_manual_download,"place raw file/archive under temp/raw_downloads, then run make all",metadata-derived checklist; verify against raw file names and codebook before harmonization
1,18,ETH_2021_ESPS-W5_v02_M,Ethiopia - Socio-Economic Panel Survey 2021-2022 (2021-2022; ETH_2021_ESPS-W5_v02_M),https://microdata.worldbank.org/catalog/6161/get-microdata,sect08_com_w5.dta,other,community/geography,geography;survey_design,admin1_or_admin2;psu_or_cluster_id;rural,cs8q05d;saq01;saq14;ea_id;saq07,5,pending_manual_download,"place raw file/archive under temp/raw_downloads, then run make all",metadata-derived checklist; verify against raw file names and codebook before harmonization
1,18,ETH_2021_ESPS-W5_v02_M,Ethiopia - Socio-Economic Panel Survey 2021-2022 (2021-2022; ETH_2021_ESPS-W5_v02_M),https://microdata.worldbank.org/catalog/6161/get-microdata,sect01a_com_w5.dta,other,community/geography,geography;survey_design,admin1_or_admin2;psu_or_cluster_id;rural,saq01;saq14;ea_id;saq07,4,pending_manual_download,"place raw file/archive under temp/raw_downloads, then run make all",metadata-derived checklist; verify against raw file names and codebook before harmonization
1,18,ETH_2021_ESPS-W5_v02_M,Ethiopia - Socio-Economic Panel Survey 2021-2022 (2021-2022; ETH_2021_ESPS-W5_v02_M),https://microdata.worldbank.org/catalog/6161/get-microdata,sect07_com_w5.dta,other,community/geography,geography;survey_design,admin1_or_admin2;psu_or_cluster_id;rural,saq01;saq14;ea_id;saq07,4,pending_manual_download,"place raw file/archive under temp/raw_downloads, then run make all",metadata-derived checklist; verify against raw file names and codebook before harmonization
1,18,ETH_2021_ESPS-W5_v02_M,Ethiopia - Socio-Economic Panel Survey 2021-2022 (2021-2022; ETH_2021_ESPS-W5_v02_M),https://microdata.worldbank.org/catalog/6161/get-microdata,sect09_com_w5.dta,other,community/geography,geography;survey_design,admin1_or_admin2;psu_or_cluster_id;rural,saq01;saq14;ea_id;saq07,4,pending_manual_download,"place raw file/archive under temp/raw_downloads, then run make all",metadata-derived checklist; verify against raw file names and codebook before harmonization
1,18,ETH_2021_ESPS-W5_v02_M,Ethiopia - Socio-Economic Panel Survey 2021-2022 (2021-2022; ETH_2021_ESPS-W5_v02_M),https://microdata.worldbank.org/catalog/6161/get-microdata,sect10b_com_w5.dta,other,community/geography,survey_design,household_weight_or_person_weight;psu_or_cluster_id,cs10bq04;ea_id,2,pending_manual_download,"place raw file/archive under temp/raw_downloads, then run make all",metadata-derived checklist; verify against raw file names and codebook before harmonization
1,18,ETH_2021_ESPS-W5_v02_M,Ethiopia - Socio-Economic Panel Survey 2021-2022 (2021-2022; ETH_2021_ESPS-W5_v02_M),https://microdata.worldbank.org/catalog/6161/get-microdata,crop_cf_wave5.dta,geography,community/geography,shocks,agriculture_livelihood,crop_code,1,pending_manual_download,"place raw file/archive under temp/raw_downloads, then run make all",metadata-derived checklist; verify against raw file names and codebook before harmonization
2,18,ETH_2018_ESS_v04_M,Ethiopia - Socioeconomic Survey 2018-2019 (2018-2019; ETH_2018_ESS_v04_M),https://microdata.worldbank.org/catalog/3823/get-microdata,sect8_3_ls_w4.dta,health,community/geography,geography;health_expenditure;health_need_access;shocks;survey_design,admin1_or_admin2;agriculture_livelihood;care_sought;hhid;household_weight_or_person_weight;oop_health_expenditure;psu_or_cluster_id;rural;shock_module_variable;strata,ls_s8_3q04;ls_s8_3q06;ls_s8_3q10a;ls_s8_3q10b;ls_s8_3q11;ls_s8_3q12_1;ls_s8_3q12_2;ls_s8_3q14;ls_s8_3q22;ls_s8_3q24;ls_s8_3q23;ls_s8_3q24,69,pending_manual_download,"place raw file/archive under temp/raw_downloads, then run make all",metadata-derived checklist; verify against raw file names and codebook before harmonization
2,18,ETH_2018_ESS_v04_M,Ethiopia - Socioeconomic Survey 2018-2019 (2018-2019; ETH_2018_ESS_v04_M),https://microdata.worldbank.org/catalog/3823/get-microdata,sect10c_hh_w4.dta,demographics/roster,household,demographics;geography;shocks;survey_design,admin1_or_admin2;agriculture_livelihood;asset_index_or_asset_variable;hhid;household_weight_or_person_weight;pid;psu_or_cluster_id;rural;sex,saq01;saq14;ea_id;individual_id;pw_w4;saq07;saq08;s10bq04;s10c_q02d;s10c_q02e;s10c_q05b;s10c_q05c,64,pending_manual_download,"place raw file/archive under temp/raw_downloads, then run make all",metadata-derived checklist; verify against raw file names and codebook before harmonization
2,18,ETH_2018_ESS_v04_M,Ethiopia - Socioeconomic Survey 2018-2019 (2018-2019; ETH_2018_ESS_v04_M),https://microdata.worldbank.org/catalog/3823/get-microdata,sect11_ph_w4.dta,agriculture,agriculture/plot,geography;health_need_access;shocks;survey_design,admin1_or_admin2;agriculture_livelihood;hhid;household_weight_or_person_weight;psu_or_cluster_id;reason_not_sought_distance;rural,s11q16;s11q17;saq01;saq14;ea_id;pw_w4;saq07;saq08;harvestedcrop_id;s11q01;s11q02a1;s11q02a2,56,pending_manual_download,"place raw file/archive under temp/raw_downloads, then run make all",metadata-derived checklist; verify against raw file names and codebook before harmonization
2,18,ETH_2018_ESS_v04_M,Ethiopia - Socioeconomic Survey 2018-2019 (2018-2019; ETH_2018_ESS_v04_M),https://microdata.worldbank.org/catalog/3823/get-microdata,sect04_com_w4.dta,geography,community/geography,demographics;geography;health_need_access;shocks;survey_design,admin1_or_admin2;asset_index_or_asset_variable;care_sought;psu_or_cluster_id;reason_not_sought_distance;rural;sex;shock_module_variable,cs4q04__0;cs4q04__1;cs4q04__10;cs4q04__11;cs4q04__12;cs4q04__13;cs4q04__2;cs4q04__3;cs4q04__4;cs4q04__5;cs4q04__6;cs4q04__7,42,pending_manual_download,"place raw file/archive under temp/raw_downloads, then run make all",metadata-derived checklist; verify against raw file names and codebook before harmonization
2,18,ETH_2018_ESS_v04_M,Ethiopia - Socioeconomic Survey 2018-2019 (2018-2019; ETH_2018_ESS_v04_M),https://microdata.worldbank.org/catalog/3823/get-microdata,sect06_com_w4.dta,geography,community/geography,geography;health_need_access;shocks;survey_design,admin1_or_admin2;agriculture_livelihood;coping_borrowed;psu_or_cluster_id;reason_not_sought_distance;rural;shock_module_variable,cs6q09;saq01;saq14;ea_id;saq07;cs6q01;cs6q02;cs6q03_1;cs6q03_2;cs6q03_3;cs6q04_1;cs6q04_2,42,pending_manual_download,"place raw file/archive under temp/raw_downloads, then run make all",metadata-derived checklist; verify against raw file names and codebook before harmonization
