variable_name,status,dtype_2024,dtype_2025,dtype_changed,label_2024,label_2025,label_changed
AFCCMNYN,common,integer,integer,False,Status Flag for EFCCMNYN,Status Flag for EFCCMNYN,False
AFCC_CFLG,common,integer,integer,False,Status Flag for TFCC_CFLG,Status Flag for TFCC_CFLG,False
AFCYINCPOV,common,integer,integer,False,Status Flag for TFCYINCPOV,Status Flag for TFCYINCPOV,False
AFCYINCPOVT2,common,integer,integer,False,Status Flag for TFCYINCPOVT2,Status Flag for TFCYINCPOVT2,False
AFILING,common,integer,integer,False,Status Flag for EFILING,Status Flag for EFILING,False
AFINCPOV,common,integer,integer,False,Status Flag for TFINCPOV,Status Flag for TFINCPOV,False
AFINCPOVT2,common,integer,integer,False,Status Flag for TFINCPOVT2,Status Flag for TFINCPOVT2,False
AFINDJOB,common,integer,integer,False,Status Flag for EFINDJOB,Status Flag for EFINDJOB,False
AFLEXSPND,common,integer,integer,False,Status Flag for EFLEXSPND,Status Flag for EFLEXSPND,False
AFOOD1,common,integer,integer,False,Status Flag for EFOOD1,Status Flag for EFOOD1,False
AFOOD2,common,integer,integer,False,Status Flag for EFOOD2,Status Flag for EFOOD2,False
AFOOD3,common,integer,integer,False,Status Flag for EFOOD3,Status Flag for EFOOD3,False
AFOOD4,common,integer,integer,False,Status Flag for EFOOD4,Status Flag for EFOOD4,False
AFOOD5,common,integer,integer,False,Status Flag for EFOOD5,Status Flag for EFOOD5,False
AFOOD6,common,integer,integer,False,Status Flag for EFOOD6,Status Flag for EFOOD6,False
AFOODR,common,integer,integer,False,Status Flag for RFOODR,Status Flag for RFOODR,False
AFOODS,common,integer,integer,False,Status Flag for RFOODS,Status Flag for RFOODS,False
AFOOD_MNYN,common,integer,integer,False,Status Flag for EFOOD_MNYN,Status Flag for EFOOD_MNYN,False
AFOOD_OTH,common,integer,integer,False,Status Flag for EFOOD_OTH,Status Flag for EFOOD_OTH,False
AFOOD_SRYN,common,integer,integer,False,"Status Flag for EFOOD_SR1YN, EFOOD_SR2YN, EFOOD_SR3YN, EFOOD_SR4YN,","Status Flag for EFOOD_SR1YN, EFOOD_SR2YN, EFOOD_SR3YN, EFOOD_SR4YN,",False
AFOOD_TYPE1,common,integer,integer,False,Status Flag for EFOOD_TYPE1,Status Flag for EFOOD_TYPE1,False
AFOOD_TYPE2,common,integer,integer,False,Status Flag for EFOOD_TYPE2,Status Flag for EFOOD_TYPE2,False
AFOOD_TYPE3,common,integer,integer,False,Status Flag for EFOOD_TYPE3,Status Flag for EFOOD_TYPE3,False
AFPERSONS,common,integer,integer,False,Status Flag for RFPERSONS,Status Flag for RFPERSONS,False
AFPERSONSWT2,common,integer,integer,False,Status Flag for RFPERSONSWT2,Status Flag for RFPERSONSWT2,False
AFPOV,common,integer,integer,False,Status Flag for RFPOV,Status Flag for RFPOV,False
AFPOVT2,common,integer,integer,False,Status Flag for RFPOVT2,Status Flag for RFPOVT2,False
AFREE_BREAK,common,integer,integer,False,Status Flag for EFREE_BREAK,Status Flag for EFREE_BREAK,False
AFREE_LUNCH,common,integer,integer,False,Status Flag for EFREE_LUNCH,Status Flag for EFREE_LUNCH,False
AFRELU18,common,integer,integer,False,Status Flag for RFRELU18,Status Flag for RFRELU18,False
AFRELU18WT2,common,integer,integer,False,Status Flag for RFRELU18WT2,Status Flag for RFRELU18WT2,False
AFSTATUS,common,integer,integer,False,Status Flag for EFSTATUS,Status Flag for EFSTATUS,False
AFTOTINC,common,integer,integer,False,Status Flag for TFTOTINC,Status Flag for TFTOTINC,False
AFTOTINCT2,common,integer,integer,False,Status Flag for TFTOTINCT2,Status Flag for TFTOTINCT2,False
AGAS_SOURCE,common,integer,integer,False,Status Flag for EGAS_SOURCE,Status Flag for EGAS_SOURCE,False
AGA_AMT,common,integer,integer,False,Status Flag for TGA_AMT,Status Flag for TGA_AMT,False
AGA_BMONTH,common,integer,integer,False,Status Flag for EGA_BMONTH,Status Flag for EGA_BMONTH,False
AGA_BRSN,common,integer,integer,False,Status Flag for TGA_BRSN,Status Flag for TGA_BRSN,False
AGA_CFLG,common,integer,integer,False,Status Flag for TGA_CFLG,Status Flag for TGA_CFLG,False
AGA_EMONTH,common,integer,integer,False,Status Flag for EGA_EMONTH,Status Flag for EGA_EMONTH,False
AGA_ERSN,common,integer,integer,False,Status Flag for TGA_ERSN,Status Flag for TGA_ERSN,False
AGA_LCYR,common,integer,integer,False,Status Flag for RGA_LCYR,Status Flag for RGA_LCYR,False
AGA_MNYN,common,integer,integer,False,Status Flag for RGA_MNYN,Status Flag for RGA_MNYN,False
AGA_OWN,common,integer,integer,False,Status Flag for EGA_OWN,Status Flag for EGA_OWN,False
AGA_YRYN,common,integer,integer,False,Status Flag for RGA_YRYN,Status Flag for RGA_YRYN,False
AGED,common,integer,integer,False,Status Flag for RGED,Status Flag for RGED,False
AGETBY,common,integer,integer,False,Status Flag for RGETBY,Status Flag for RGETBY,False
AGIFTED,common,integer,integer,False,Status Flag for EGIFTED,Status Flag for EGIFTED,False
AGNON,common,integer,integer,False,Status Flag for EGNON,Status Flag for EGNON,False
AGNONAMT,common,integer,integer,False,Status Flag for EGNONAMT,Status Flag for EGNONAMT,False
AGRAN,common,integer,integer,False,Status Flag for EGRAN,Status Flag for EGRAN,False
AGRASPD,common,integer,integer,False,Status Flag for EGRASPD,Status Flag for EGRASPD,False
AGRNDPR,common,integer,integer,False,Status Flag for EGRNDPR,Status Flag for EGRNDPR,False
AHCYINCPOV,common,integer,integer,False,Status Flag for THCYINCPOV,Status Flag for THCYINCPOV,False
AHCYINCPOVT2,common,integer,integer,False,Status Flag for THCYINCPOVT2,Status Flag for THCYINCPOVT2,False
AHDEBT_AST,common,integer,integer,False,Status Flag for THDEBT_AST,Status Flag for THDEBT_AST,False
AHDEBT_BUS,common,integer,integer,False,Status Flag for THDEBT_BUS,Status Flag for THDEBT_BUS,False
AHDEBT_CC,common,integer,integer,False,Status Flag for THDEBT_CC,Status Flag for THDEBT_CC,False
AHDEBT_ED,common,integer,integer,False,Status Flag for THDEBT_ED,Status Flag for THDEBT_ED,False
AHDEBT_HOME,common,integer,integer,False,Status Flag for THDEBT_HOME,Status Flag for THDEBT_HOME,False
AHDEBT_MD,common,integer,integer,False,Status Flag for THDEBT_MD,Status Flag for THDEBT_MD,False
AHDEBT_OT,common,integer,integer,False,Status Flag for THDEBT_OT,Status Flag for THDEBT_OT,False
AHDEBT_RE,common,integer,integer,False,Status Flag for THDEBT_RE,Status Flag for THDEBT_RE,False
AHDEBT_RENT,common,integer,integer,False,Status Flag for THDEBT_RENT,Status Flag for THDEBT_RENT,False
AHDEBT_SEC,common,integer,integer,False,Status Flag for THDEBT_SEC,Status Flag for THDEBT_SEC,False
AHDEBT_USEC,common,integer,integer,False,Status Flag for THDEBT_USEC,Status Flag for THDEBT_USEC,False
AHDEBT_VEH,common,integer,integer,False,Status Flag for THDEBT_VEH,Status Flag for THDEBT_VEH,False
AHDEDPLN1,common,integer,integer,False,Status Flag for EHDEDPLN1,Status Flag for EHDEDPLN1,False
AHDEDPLN2,common,integer,integer,False,Status Flag for EHDEDPLN2,Status Flag for EHDEDPLN2,False
AHEADST,common,integer,integer,False,Status Flag for EHEADST,Status Flag for EHEADST,False
AHEARING,common,integer,integer,False,Status Flag for EHEARING,Status Flag for EHEARING,False
AHEMPLY1,common,integer,integer,False,Status Flag for EHEMPLY1,Status Flag for EHEMPLY1,False
AHEMPLY2,common,integer,integer,False,Status Flag for EHEMPLY2,Status Flag for EHEMPLY2,False
AHEQ_BUS,common,integer,integer,False,Status Flag for THEQ_BUS,Status Flag for THEQ_BUS,False
AHEQ_HOME,common,integer,integer,False,Status Flag for THEQ_HOME,Status Flag for THEQ_HOME,False
AHEQ_RE,common,integer,integer,False,Status Flag for THEQ_RE,Status Flag for THEQ_RE,False
AHEQ_RENT,common,integer,integer,False,Status Flag for THEQ_RENT,Status Flag for THEQ_RENT,False
AHEQ_VEH,common,integer,integer,False,Status Flag for THEQ_VEH,Status Flag for THEQ_VEH,False
AHI1WHO,common,integer,integer,False,"Status Flag for EHI1WHO1, EHI1WHO2, EHI1WHO3, EHI1WHO4, EHI1WHO5,","Status Flag for EHI1WHO1, EHI1WHO2, EHI1WHO3, EHI1WHO4, EHI1WHO5,",False
AHI2WHO,common,integer,integer,False,"Status Flag for EHI2WHO1, EHI2WHO2, EHI2WHO3, EHI2WHO4, EHI2WHO5,","Status Flag for EHI2WHO1, EHI2WHO2, EHI2WHO3, EHI2WHO4, EHI2WHO5,",False
AHICOST1,common,integer,integer,False,Status Flag for EHICOST1,Status Flag for EHICOST1,False
AHICOST2,common,integer,integer,False,Status Flag for EHICOST2,Status Flag for EHICOST2,False
AHICOVANN,common,integer,integer,False,Status Flag for RHICOVANN,Status Flag for RHICOVANN,False
AHINCPOV,common,integer,integer,False,Status Flag for THINCPOV,Status Flag for THINCPOV,False
AHINCPOVT2,common,integer,integer,False,Status Flag for THINCPOVT2,Status Flag for THINCPOVT2,False
AHINC_AST,common,integer,integer,False,Status Flag for THINC_AST,Status Flag for THINC_AST,False
AHINC_BANK,common,integer,integer,False,Status Flag for THINC_BANK,Status Flag for THINC_BANK,False
AHINC_BOND,common,integer,integer,False,Status Flag for THINC_BOND,Status Flag for THINC_BOND,False
AHINC_OTH,common,integer,integer,False,Status Flag for THINC_OTH,Status Flag for THINC_OTH,False
AHINC_RENT,common,integer,integer,False,Status Flag for THINC_RENT,Status Flag for THINC_RENT,False
AHINC_STMF,common,integer,integer,False,Status Flag for THINC_STMF,Status Flag for THINC_STMF,False
AHIOTHR1,common,integer,integer,False,Status Flag for EHIOTHR1,Status Flag for EHIOTHR1,False
AHIOTHR2,common,integer,integer,False,Status Flag for EHIOTHR2,Status Flag for EHIOTHR2,False
AHIPAYC,common,integer,integer,False,Status Flag for THIPAYC,Status Flag for THIPAYC,False
AHIPAYS,common,integer,integer,False,Status Flag for THIPAYS,Status Flag for THIPAYS,False
AHISPAN,common,integer,integer,False,Status Flag for EHISPAN,Status Flag for EHISPAN,False
AHLTHCOND,common,integer,integer,False,Status Flag for EHLTHCOND,Status Flag for EHLTHCOND,False
AHLTHMTH,common,integer,integer,False,Status Flag for RHLTHMTH,Status Flag for RHLTHMTH,False
AHLTHSAV1,common,integer,integer,False,Status Flag for EHLTHSAV1,Status Flag for EHLTHSAV1,False
AHLTHSAV2,common,integer,integer,False,Status Flag for EHLTHSAV2,Status Flag for EHLTHSAV2,False
AHLTSTAT,common,integer,integer,False,Status Flag for EHLTSTAT,Status Flag for EHLTSTAT,False
AHMWRK,common,integer,integer,False,Status Flag for RHMWRK,Status Flag for RHMWRK,False
AHNETWORTH,common,integer,integer,False,Status Flag for THNETWORTH,Status Flag for THNETWORTH,False
AHNUM65OVER,common,integer,integer,False,Status Flag for RHNUM65OVER,Status Flag for RHNUM65OVER,False
AHNUM65OVRT2,common,integer,integer,False,Status Flag for RHNUM65OVRT2,Status Flag for RHNUM65OVRT2,False
AHNUMPER,common,integer,integer,False,Status Flag for RHNUMPER,Status Flag for RHNUMPER,False
AHNUMPERWT2,common,integer,integer,False,Status Flag for RHNUMPERWT2,Status Flag for RHNUMPERWT2,False
AHNUMU18,common,integer,integer,False,Status Flag for RHNUMU18,Status Flag for RHNUMU18,False
AHNUMU18WT2,common,integer,integer,False,Status Flag for RHNUMU18WT2,Status Flag for RHNUMU18WT2,False
AHOSPNIT,common,integer,integer,False,Status Flag for THOSPNIT,Status Flag for THOSPNIT,False
AHOUSE_ANY,common,integer,integer,False,Status Flag for EHOUSE_ANY,Status Flag for EHOUSE_ANY,False
AHOWWELL,common,integer,integer,False,Status Flag for EHOWWELL,Status Flag for EHOWWELL,False
AHPOV,common,integer,integer,False,Status Flag for RHPOV,Status Flag for RHPOV,False
AHPOVT2,common,integer,integer,False,Status Flag for RHPOVT2,Status Flag for RHPOVT2,False
AHREASON,common,integer,integer,False,"Status Flag for EHREAS_BIR, EHREAS_COR, EHREAS_DT, EHREAS_NST, EHREAS_OS, EHREAS_OTH,","Status Flag for EHREAS_BIR, EHREAS_COR, EHREAS_DT, EHREAS_NST, EHREAS_OS, EHREAS_OTH,",False
AHRESIDENCID,common,integer,integer,False,Status Flag for EHRESIDENCID,Status Flag for EHRESIDENCID,False
AHTOTINC,common,integer,integer,False,Status Flag for THTOTINC,Status Flag for THTOTINC,False
AHTOTINCT2,common,integer,integer,False,Status Flag for THTOTINCT2,Status Flag for THTOTINCT2,False
AHVAL_AST,common,integer,integer,False,Status Flag for THVAL_AST,Status Flag for THVAL_AST,False
AHVAL_BANK,common,integer,integer,False,Status Flag for THVAL_BANK,Status Flag for THVAL_BANK,False
AHVAL_BOND,common,integer,integer,False,Status Flag for THVAL_BOND,Status Flag for THVAL_BOND,False
AHVAL_BUS,common,integer,integer,False,Status Flag for THVAL_BUS,Status Flag for THVAL_BUS,False
AHVAL_ESAV,common,integer,integer,False,Status Flag for THVAL_ESAV,Status Flag for THVAL_ESAV,False
AHVAL_HOME,common,integer,integer,False,Status Flag for THVAL_HOME,Status Flag for THVAL_HOME,False
AHVAL_OTH,common,integer,integer,False,Status Flag for THVAL_OTH,Status Flag for THVAL_OTH,False
AHVAL_RE,common,integer,integer,False,Status Flag for THVAL_RE,Status Flag for THVAL_RE,False
AHVAL_RENT,common,integer,integer,False,Status Flag for THVAL_RENT,Status Flag for THVAL_RENT,False
AHVAL_RET,common,integer,integer,False,Status Flag for THVAL_RET,Status Flag for THVAL_RET,False
AHVAL_RMU,common,integer,integer,False,Status Flag for THVAL_RMU,Status Flag for THVAL_RMU,False
AHVAL_STMF,common,integer,integer,False,Status Flag for THVAL_STMF,Status Flag for THVAL_STMF,False
AHVAL_VEH,common,integer,integer,False,Status Flag for THVAL_VEH,Status Flag for THVAL_VEH,False
AIHSMTH,common,integer,integer,False,Status Flag for RIHSMTH,Status Flag for RIHSMTH,False
AIMSTAT,common,integer,integer,False,Status Flag for TIMSTAT,Status Flag for TIMSTAT,False
AINCPENS,common,integer,integer,False,Status Flag for EINCPENS,Status Flag for EINCPENS,False
AINC_AST,common,integer,integer,False,Status Flag for TINC_AST,Status Flag for TINC_AST,False
AINC_BANK,common,integer,integer,False,Status Flag for TINC_BANK,Status Flag for TINC_BANK,False
AINC_BOND,common,integer,integer,False,Status Flag for TINC_BOND,Status Flag for TINC_BOND,False
AINC_OTH,common,integer,integer,False,Status Flag for TINC_OTH,Status Flag for TINC_OTH,False
AINC_RENT,common,integer,integer,False,Status Flag for TINC_RENT,Status Flag for TINC_RENT,False
AINC_STMF,common,integer,integer,False,Status Flag for TINC_STMF,Status Flag for TINC_STMF,False
AINTTYPE,common,integer,integer,False,Status Flag for EINTTYPE,Status Flag for EINTTYPE,False
AIRAKEOVAL,common,integer,integer,False,Status Flag for TIRAKEOVAL,Status Flag for TIRAKEOVAL,False
AIRA_INC_AMT,common,integer,integer,False,Status Flag for TIRA_INC_AMT,Status Flag for TIRA_INC_AMT,False
AIRA_INC_YN,common,integer,integer,False,Status Flag for EIRA_INC_YN,Status Flag for EIRA_INC_YN,False
AJB1_ANNSAL1,common,integer,integer,False,Status Flag for TJB1_ANNSAL1,Status Flag for TJB1_ANNSAL1,False
AJB1_ANNSAL2,common,integer,integer,False,Status Flag for TJB1_ANNSAL2,Status Flag for TJB1_ANNSAL2,False
AJB1_ANNSAL3,common,integer,integer,False,Status Flag for TJB1_ANNSAL3,Status Flag for TJB1_ANNSAL3,False
AJB1_AWOP1,common,integer,integer,False,Status Flag for EJB1_AWOP1,Status Flag for EJB1_AWOP1,False
AJB1_AWOP2,common,integer,integer,False,Status Flag for EJB1_AWOP2,Status Flag for EJB1_AWOP2,False
AJB1_AWOP3,common,integer,integer,False,Status Flag for EJB1_AWOP3,Status Flag for EJB1_AWOP3,False
AJB1_AWOPEM1,common,integer,integer,False,Status Flag for EJB1_AWOPEM1,Status Flag for EJB1_AWOPEM1,False
AJB1_AWOPEM2,common,integer,integer,False,Status Flag for EJB1_AWOPEM2,Status Flag for EJB1_AWOPEM2,False
AJB1_AWOPEM3,common,integer,integer,False,Status Flag for EJB1_AWOPEM3,Status Flag for EJB1_AWOPEM3,False
AJB1_AWOPEW1,common,integer,integer,False,Status Flag for EJB1_AWOPEW1,Status Flag for EJB1_AWOPEW1,False
AJB1_AWOPEW2,common,integer,integer,False,Status Flag for EJB1_AWOPEW2,Status Flag for EJB1_AWOPEW2,False
AJB1_AWOPEW3,common,integer,integer,False,Status Flag for EJB1_AWOPEW3,Status Flag for EJB1_AWOPEW3,False
AJB1_AWOPRE1,common,integer,integer,False,Status Flag for EJB1_AWOPRE1,Status Flag for EJB1_AWOPRE1,False
AJB1_AWOPRE2,common,integer,integer,False,Status Flag for EJB1_AWOPRE2,Status Flag for EJB1_AWOPRE2,False
AJB1_AWOPRE3,common,integer,integer,False,Status Flag for EJB1_AWOPRE3,Status Flag for EJB1_AWOPRE3,False
AJB1_AWOPSM1,common,integer,integer,False,Status Flag for EJB1_AWOPSM1,Status Flag for EJB1_AWOPSM1,False
AJB1_AWOPSM2,common,integer,integer,False,Status Flag for EJB1_AWOPSM2,Status Flag for EJB1_AWOPSM2,False
AJB1_AWOPSM3,common,integer,integer,False,Status Flag for EJB1_AWOPSM3,Status Flag for EJB1_AWOPSM3,False
AJB1_AWOPSW1,common,integer,integer,False,Status Flag for EJB1_AWOPSW1,Status Flag for EJB1_AWOPSW1,False
AJB1_AWOPSW2,common,integer,integer,False,Status Flag for EJB1_AWOPSW2,Status Flag for EJB1_AWOPSW2,False
AJB1_AWOPSW3,common,integer,integer,False,Status Flag for EJB1_AWOPSW3,Status Flag for EJB1_AWOPSW3,False
AJB1_BMONTH,common,integer,integer,False,Status Flag for EJB1_BMONTH,Status Flag for EJB1_BMONTH,False
AJB1_BSLRYB,common,integer,integer,False,Status Flag for EJB1_BSLRYB,Status Flag for EJB1_BSLRYB,False
AJB1_BWKLY1,common,integer,integer,False,Status Flag for TJB1_BWKLY1,Status Flag for TJB1_BWKLY1,False
AJB1_BWKLY2,common,integer,integer,False,Status Flag for TJB1_BWKLY2,Status Flag for TJB1_BWKLY2,False
AJB1_BWKLY3,common,integer,integer,False,Status Flag for TJB1_BWKLY3,Status Flag for TJB1_BWKLY3,False
AJB1_BXAMT,common,integer,integer,False,Status Flag for TJB1_BXAMT,Status Flag for TJB1_BXAMT,False
AJB1_BXMTH,common,integer,integer,False,Status Flag for EJB1_BXMTH,Status Flag for EJB1_BXMTH,False
AJB1_CEXPAY,common,integer,integer,False,Status Flag for EJB1_CEXPAY,Status Flag for EJB1_CEXPAY,False
AJB1_CFLG,common,integer,integer,False,Status Flag for RJB1_CFLG,Status Flag for RJB1_CFLG,False
AJB1_CHEARN1,common,integer,integer,False,Status Flag for EJB1_CHEARN1,Status Flag for EJB1_CHEARN1,False
AJB1_CHEARN2,common,integer,integer,False,Status Flag for EJB1_CHEARN2,Status Flag for EJB1_CHEARN2,False
AJB1_CHERMN1,common,integer,integer,False,Status Flag for EJB1_CHERMN1,Status Flag for EJB1_CHERMN1,False
AJB1_CHERMN2,common,integer,integer,False,Status Flag for EJB1_CHERMN2,Status Flag for EJB1_CHERMN2,False
AJB1_CHERWK1,common,integer,integer,False,Status Flag for EJB1_CHERWK1,Status Flag for EJB1_CHERWK1,False
AJB1_CHERWK2,common,integer,integer,False,Status Flag for EJB1_CHERWK2,Status Flag for EJB1_CHERWK2,False
AJB1_CHHOMN1,common,integer,integer,False,Status Flag for EJB1_CHHOMN1,Status Flag for EJB1_CHHOMN1,False
AJB1_CHHOMN2,common,integer,integer,False,Status Flag for EJB1_CHHOMN2,Status Flag for EJB1_CHHOMN2,False
AJB1_CHHOUR1,common,integer,integer,False,Status Flag for EJB1_CHHOUR1,Status Flag for EJB1_CHHOUR1,False
AJB1_CHHOUR2,common,integer,integer,False,Status Flag for EJB1_CHHOUR2,Status Flag for EJB1_CHHOUR2,False
AJB1_CHHOWK1,common,integer,integer,False,Status Flag for EJB1_CHHOWK1,Status Flag for EJB1_CHHOWK1,False
AJB1_CHHOWK2,common,integer,integer,False,Status Flag for EJB1_CHHOWK2,Status Flag for EJB1_CHHOWK2,False
AJB1_CLWRK,common,integer,integer,False,Status Flag for EJB1_CLWRK,Status Flag for EJB1_CLWRK,False
AJB1_CNTRC,common,integer,integer,False,Status Flag for EJB1_CNTRC,Status Flag for EJB1_CNTRC,False
AJB1_CONCHK,common,integer,integer,False,Status Flag for EJB1_CONCHK,Status Flag for EJB1_CONCHK,False
AJB1_CXAMT,common,integer,integer,False,Status Flag for TJB1_CXAMT,Status Flag for TJB1_CXAMT,False
AJB1_CXMTH,common,integer,integer,False,Status Flag for EJB1_CXMTH,Status Flag for EJB1_CXMTH,False
