variable_name,years_present,n_years_present,label_description,universe_restrictions,record_level_inferred,code_list_or_range,recommended_construction_use,harmonization_safe_initial,recoding_needed_initial,missingness_visible_in_metadata
AFPOVT2,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AFREE_BREAK,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AFREE_LUNCH,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AFRELU18,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AFRELU18WT2,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AFSTATUS,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AFTOTINC,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AFTOTINCT2,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AGAS_SOURCE,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AGA_AMT,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AGA_BMONTH,2018;2019;2020;2021;2022;2023;2024,7,,,monthly,,,True,False,
AGA_BRSN,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AGA_CFLG,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AGA_EMONTH,2018;2019;2020;2021;2022;2023;2024,7,,,monthly,,,True,False,
AGA_ERSN,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AGA_LCYR,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AGA_MNYN,2018;2019;2020;2021;2022;2023;2024,7,,,monthly,,,True,False,
AGA_OWN,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AGA_YRYN,2018;2019;2020;2021;2022;2023;2024,7,,,annual_or_reference_period,,,True,False,
AGED,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AGETBY,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AGIFTED,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AGNON,2022;2023;2024,3,,,unknown,,,False,False,
AGNONAMT,2022;2023;2024,3,,,unknown,,,False,False,
AGRAN,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AGRASPD,2021;2022;2023;2024,4,,,unknown,,,False,False,
AGRNDPR,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AHCYINCPOV,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AHCYINCPOVT2,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AHDEBT_AST,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AHDEBT_BUS,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AHDEBT_CC,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AHDEBT_ED,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AHDEBT_HOME,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AHDEBT_MD,2024,1,,,unknown,,,False,False,
AHDEBT_OT,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AHDEBT_RE,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AHDEBT_RENT,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AHDEBT_SEC,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AHDEBT_USEC,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AHDEBT_VEH,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AHDEDPLN1,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AHDEDPLN2,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AHEADST,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AHEARING,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AHEMPLY1,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AHEMPLY2,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AHEQ_BUS,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AHEQ_HOME,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AHEQ_RE,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AHEQ_RENT,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AHEQ_VEH,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AHI1WHO,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AHI2WHO,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AHICOST1,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AHICOST2,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AHICOVANN,2022;2023;2024,3,,,annual_or_reference_period,,,False,False,
AHINCPOV,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AHINCPOVT2,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AHINC_AST,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AHINC_BANK,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AHINC_BOND,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AHINC_OTH,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AHINC_RENT,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AHINC_STMF,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AHIOTHR1,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AHIOTHR2,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AHIPAYC,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AHIPAYS,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AHISPAN,2021;2022;2023;2024,4,,,unknown,,,False,False,
AHLTHCOND,2021;2022;2023;2024,4,,,unknown,,,False,False,
AHLTHMTH,2018;2019;2020;2021;2022;2023;2024,7,,,monthly,,,True,False,
AHLTHSAV1,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AHLTHSAV2,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AHLTSTAT,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AHMWRK,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AHNETWORTH,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AHNUM65OVER,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AHNUM65OVRT2,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AHNUMPER,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AHNUMPERWT2,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AHNUMU18,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AHNUMU18WT2,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AHOSPNIT,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AHOUSE_ANY,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AHOWWELL,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AHPOV,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AHPOVT2,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AHREASON,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AHRESIDENCID,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AHTOTINC,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AHTOTINCT2,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AHVAL_AST,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AHVAL_BANK,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AHVAL_BOND,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AHVAL_BUS,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AHVAL_ESAV,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AHVAL_HOME,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AHVAL_OTH,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AHVAL_RE,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AHVAL_RENT,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AHVAL_RET,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AHVAL_RMU,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AHVAL_STMF,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AHVAL_VEH,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AIHSMTH,2018;2019;2020;2021;2022;2023;2024,7,,,monthly,,,True,False,
AIMSTAT,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AINCPENS,2021;2022;2023;2024,4,,,unknown,,,False,False,
AINC_AST,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AINC_BANK,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AINC_BOND,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AINC_OTH,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AINC_RENT,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AINC_STMF,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AINTTYPE,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AIRAKEOVAL,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AIRA_INC_AMT,2021;2022;2023;2024,4,,,unknown,,,False,False,
AIRA_INC_YN,2021;2022;2023;2024,4,,,unknown,,,False,False,
AJB1_ANNSAL1,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB1_ANNSAL2,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB1_ANNSAL3,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB1_AWOP1,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB1_AWOP2,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB1_AWOP3,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB1_AWOPEM1,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB1_AWOPEM2,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB1_AWOPEM3,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB1_AWOPEW1,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB1_AWOPEW2,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB1_AWOPEW3,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB1_AWOPRE1,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB1_AWOPRE2,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB1_AWOPRE3,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB1_AWOPSM1,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB1_AWOPSM2,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB1_AWOPSM3,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB1_AWOPSW1,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB1_AWOPSW2,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB1_AWOPSW3,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB1_BMONTH,2018;2019;2020;2021;2022;2023;2024,7,,,monthly,,,True,False,
AJB1_BSLRYB,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB1_BWKLY1,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB1_BWKLY2,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB1_BWKLY3,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB1_BXAMT,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB1_BXMTH,2018;2019;2020;2021;2022;2023;2024,7,,,monthly,,,True,False,
AJB1_CEXPAY,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB1_CFLG,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB1_CHEARN1,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB1_CHEARN2,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB1_CHERMN1,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB1_CHERMN2,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB1_CHERWK1,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB1_CHERWK2,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB1_CHHOMN1,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB1_CHHOMN2,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB1_CHHOUR1,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB1_CHHOUR2,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB1_CHHOWK1,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB1_CHHOWK2,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB1_CLWRK,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB1_CNTRC,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB1_CONCHK,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB1_CXAMT,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB1_CXMTH,2018;2019;2020;2021;2022;2023;2024,7,,,monthly,,,True,False,
AJB1_EMONTH,2018;2019;2020;2021;2022;2023;2024,7,,,monthly,,,True,False,
AJB1_EMPALL,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB1_EMPB,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB1_EMPLOC,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB1_EMPSIZE,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB1_ENDWK,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB1_GAMT1,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB1_HOURLY1,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB1_HOURLY2,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB1_HOURLY3,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB1_HPRTB,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB1_IMBMIC,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB1_INCPB,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB1_IND,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB1_JBORSE,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB1_JOBHRS1,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB1_JOBHRS2,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB1_JOBHRS3,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB1_JOBID,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB1_MSUM,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB1_MSUMALT,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB1_MTHLY1,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB1_MTHLY2,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB1_MTHLY3,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB1_MWKHRS,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB1_NETGRO1,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB1_NETGRO2,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB1_NETGRO3,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB1_OCC,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB1_OEXPAY,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB1_OINCAMT,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB1_OINCB,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB1_OTHER1,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB1_OTHER2,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB1_OTHER3,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB1_OXAMT,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB1_OXMTH,2018;2019;2020;2021;2022;2023;2024,7,,,monthly,,,True,False,
AJB1_PARTB1,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB1_PARTB2,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB1_PARTB3,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB1_PAYHR1,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB1_PAYHR2,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB1_PAYHR3,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB1_PFTBCHK,2020;2021;2022;2023;2024,5,,,unknown,,,False,False,
AJB1_PFTLOSS,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB1_PRFTB,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB1_PROPB,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB1_PTRESN1,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB1_PTRESN2,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB1_PTRESN3,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB1_PVMILE,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB1_PVOEXP,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB1_PVOEXPC,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB1_PVOTHRC,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB1_PVPARK,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB1_PVPARKC,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB1_PVTIME,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB1_PVTRPRM,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB1_PVWKTRT,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB1_REIMBMI,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB1_RENDB,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB1_RSEND,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB1_SCRNR,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB1_SMTHLY1,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB1_SMTHLY2,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB1_SMTHLY3,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB1_STARTWK,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB1_STRTJAN,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB1_STRTMON,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB1_STRTYR,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB1_TEXPAY,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB1_TXAMT,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB1_TXMTH,2018;2019;2020;2021;2022;2023;2024,7,,,monthly,,,True,False,
AJB1_TYPPAY1,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB1_TYPPAY2,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB1_TYPPAY3,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB1_TYPPAY4,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB1_TYPPAY5,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB1_UNION,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB1_WKHRS1,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB1_WKHRS2,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB1_WKHRS3,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB1_WKHRS4,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB1_WKHRS5,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB1_WKLY1,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB1_WKLY2,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB1_WKLY3,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB1_WKSUM1,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB1_WKSUM2,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB1_WKSUM3,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB1_WKSUM4,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB1_WKSUM5,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB1_WSBEG,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB1_WSEND,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB1_WSHMDY,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB1_WSHMWRK,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB1_WSJOB,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB1_WSMNR,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB1_WSWHDY,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB2_ANNSAL1,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB2_ANNSAL2,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB2_ANNSAL3,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB2_AWOP1,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB2_AWOP2,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB2_AWOP3,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB2_AWOPEM1,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB2_AWOPEM2,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB2_AWOPEM3,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB2_AWOPEW1,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB2_AWOPEW2,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB2_AWOPEW3,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB2_AWOPRE1,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB2_AWOPRE2,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB2_AWOPRE3,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB2_AWOPSM1,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB2_AWOPSM2,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB2_AWOPSM3,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB2_AWOPSW1,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB2_AWOPSW2,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB2_AWOPSW3,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB2_BMONTH,2018;2019;2020;2021;2022;2023;2024,7,,,monthly,,,True,False,
AJB2_BSLRYB,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB2_BWKLY1,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB2_BWKLY2,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB2_BWKLY3,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB2_BXAMT,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB2_BXMTH,2018;2019;2020;2021;2022;2023;2024,7,,,monthly,,,True,False,
AJB2_CEXPAY,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB2_CFLG,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB2_CHEARN1,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB2_CHEARN2,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB2_CHERMN1,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB2_CHERMN2,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB2_CHERWK1,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
