"relative_path","size_bytes","extension","publish_status","github_path","reason"
"result\idea_scan\aca_market_governance_mandate_event.csv","2453",".csv","included","result/idea_scan/aca_market_governance_mandate_event.csv","published_lightweight_result"
"result\idea_scan\aca_market_governance_person_year_panel.parquet","5574610",".parquet","excluded","","excluded_large_or_raw_format"
"result\idea_scan\aca_market_governance_policy_state_year.csv","13124",".csv","included","result/idea_scan/aca_market_governance_policy_state_year.csv","published_lightweight_result"
"result\idea_scan\aca_market_governance_sbm_estimates.csv","2954",".csv","included","result/idea_scan/aca_market_governance_sbm_estimates.csv","published_lightweight_result"
"result\idea_scan\aca_market_governance_sbm_event.csv","2387",".csv","included","result/idea_scan/aca_market_governance_sbm_event.csv","published_lightweight_result"
"result\idea_scan\aca_market_governance_support.csv","708",".csv","included","result/idea_scan/aca_market_governance_support.csv","published_lightweight_result"
"result\idea_scan\aca_reinsurance_estimates.csv","4696",".csv","included","result/idea_scan/aca_reinsurance_estimates.csv","published_lightweight_result"
"result\idea_scan\aca_reinsurance_person_year_panel.parquet","5198615",".parquet","excluded","","excluded_large_or_raw_format"
"result\idea_scan\aca_reinsurance_policy.csv","8900",".csv","included","result/idea_scan/aca_reinsurance_policy.csv","published_lightweight_result"
"result\idea_scan\aca_reinsurance_support.csv","468",".csv","included","result/idea_scan/aca_reinsurance_support.csv","published_lightweight_result"
"result\idea_scan\aca_reinsurance_year_support.csv","357",".csv","included","result/idea_scan/aca_reinsurance_year_support.csv","published_lightweight_result"
"result\idea_scan\adult_medicaid_dental_estimates.csv","1942",".csv","included","result/idea_scan/adult_medicaid_dental_estimates.csv","published_lightweight_result"
"result\idea_scan\adult_medicaid_dental_event.csv","2879",".csv","included","result/idea_scan/adult_medicaid_dental_event.csv","published_lightweight_result"
"result\idea_scan\adult_medicaid_dental_expansion_state_support.csv","854",".csv","included","result/idea_scan/adult_medicaid_dental_expansion_state_support.csv","published_lightweight_result"
"result\idea_scan\adult_medicaid_dental_leave_one.csv","2728",".csv","included","result/idea_scan/adult_medicaid_dental_leave_one.csv","published_lightweight_result"
"result\idea_scan\adult_medicaid_dental_person_year_panel.parquet","5038130",".parquet","excluded","","excluded_large_or_raw_format"
"result\idea_scan\adult_medicaid_dental_support.csv","536",".csv","included","result/idea_scan/adult_medicaid_dental_support.csv","published_lightweight_result"
"result\idea_scan\arkansas_workreq_estimates.csv","5560",".csv","included","result/idea_scan/arkansas_workreq_estimates.csv","published_lightweight_result"
"result\idea_scan\arkansas_workreq_person_month_panel.parquet","9548342",".parquet","excluded","","excluded_large_or_raw_format"
"result\idea_scan\arkansas_workreq_support.csv","754",".csv","included","result/idea_scan/arkansas_workreq_support.csv","published_lightweight_result"
"result\idea_scan\arpa100150_nonexpansion_estimates.csv","7974",".csv","included","result/idea_scan/arpa100150_nonexpansion_estimates.csv","published_lightweight_result"
"result\idea_scan\arpa100150_nonexpansion_support.csv","1795",".csv","included","result/idea_scan/arpa100150_nonexpansion_support.csv","published_lightweight_result"
"result\idea_scan\arpa400_age_gradient_estimates.csv","2239",".csv","included","result/idea_scan/arpa400_age_gradient_estimates.csv","published_lightweight_result"
"result\idea_scan\arpa400_bandwidth_robustness_coefficients.png","90563",".png","included","result/idea_scan/arpa400_bandwidth_robustness_coefficients.png","published_lightweight_result"
"result\idea_scan\arpa400_diagnostics_support.csv","114",".csv","included","result/idea_scan/arpa400_diagnostics_support.csv","published_lightweight_result"
"result\idea_scan\arpa400_diffdisc_cell_means.csv","8058",".csv","included","result/idea_scan/arpa400_diffdisc_cell_means.csv","published_lightweight_result"
"result\idea_scan\arpa400_diffdisc_estimates.csv","10632",".csv","included","result/idea_scan/arpa400_diffdisc_estimates.csv","published_lightweight_result"
"result\idea_scan\arpa400_diffdisc_support.csv","1281",".csv","included","result/idea_scan/arpa400_diffdisc_support.csv","published_lightweight_result"
"result\idea_scan\arpa400_employer_mechanism_cell_means.csv","3142",".csv","included","result/idea_scan/arpa400_employer_mechanism_cell_means.csv","published_lightweight_result"
"result\idea_scan\arpa400_employer_mechanism_estimates.csv","5664",".csv","included","result/idea_scan/arpa400_employer_mechanism_estimates.csv","published_lightweight_result"
"result\idea_scan\arpa400_employer_mechanism_support.csv","457",".csv","included","result/idea_scan/arpa400_employer_mechanism_support.csv","published_lightweight_result"
"result\idea_scan\arpa400_manuscript_package\figure_manifest.csv","572",".csv","included","result/idea_scan/arpa400_manuscript_package/figure_manifest.csv","published_lightweight_result"
"result\idea_scan\arpa400_manuscript_package\figure_manifest.md","647",".md","included","result/idea_scan/arpa400_manuscript_package/figure_manifest.md","published_lightweight_result"
"result\idea_scan\arpa400_manuscript_package\README.md","1680",".md","included","result/idea_scan/arpa400_manuscript_package/README.md","published_lightweight_result"
"result\idea_scan\arpa400_manuscript_package\table1_support_cell_means.csv","1866",".csv","included","result/idea_scan/arpa400_manuscript_package/table1_support_cell_means.csv","published_lightweight_result"
"result\idea_scan\arpa400_manuscript_package\table1_support_cell_means.md","2311",".md","included","result/idea_scan/arpa400_manuscript_package/table1_support_cell_means.md","published_lightweight_result"
"result\idea_scan\arpa400_manuscript_package\table2_primary_estimates.csv","1021",".csv","included","result/idea_scan/arpa400_manuscript_package/table2_primary_estimates.csv","published_lightweight_result"
"result\idea_scan\arpa400_manuscript_package\table2_primary_estimates.md","770",".md","included","result/idea_scan/arpa400_manuscript_package/table2_primary_estimates.md","published_lightweight_result"
"result\idea_scan\arpa400_manuscript_package\table3_mechanism_decomposition.csv","2277",".csv","included","result/idea_scan/arpa400_manuscript_package/table3_mechanism_decomposition.csv","published_lightweight_result"
"result\idea_scan\arpa400_manuscript_package\table3_mechanism_decomposition.md","1620",".md","included","result/idea_scan/arpa400_manuscript_package/table3_mechanism_decomposition.md","published_lightweight_result"
"result\idea_scan\arpa400_manuscript_package\table4_robustness_summary.csv","3081",".csv","included","result/idea_scan/arpa400_manuscript_package/table4_robustness_summary.csv","published_lightweight_result"
"result\idea_scan\arpa400_manuscript_package\table4_robustness_summary.md","3723",".md","included","result/idea_scan/arpa400_manuscript_package/table4_robustness_summary.md","published_lightweight_result"
"result\idea_scan\arpa400_manuscript_package\table5_placebo_falsification.csv","3977",".csv","included","result/idea_scan/arpa400_manuscript_package/table5_placebo_falsification.csv","published_lightweight_result"
"result\idea_scan\arpa400_manuscript_package\table5_placebo_falsification.md","4014",".md","included","result/idea_scan/arpa400_manuscript_package/table5_placebo_falsification.md","published_lightweight_result"
"result\idea_scan\arpa400_paper_binned_means.csv","36837",".csv","included","result/idea_scan/arpa400_paper_binned_means.csv","published_lightweight_result"
"result\idea_scan\arpa400_paper_bins_lag_current_employer.png","272928",".png","included","result/idea_scan/arpa400_paper_bins_lag_current_employer.png","published_lightweight_result"
"result\idea_scan\arpa400_paper_bins_lag_nonemployer.png","280395",".png","included","result/idea_scan/arpa400_paper_bins_lag_nonemployer.png","published_lightweight_result"
"result\idea_scan\arpa400_paper_bins_main.png","233503",".png","included","result/idea_scan/arpa400_paper_bins_main.png","published_lightweight_result"
"result\idea_scan\arpa400_paper_design_table.csv","4919",".csv","included","result/idea_scan/arpa400_paper_design_table.csv","published_lightweight_result"
"result\idea_scan\arpa400_pre_nonemployer_estimates.csv","869",".csv","included","result/idea_scan/arpa400_pre_nonemployer_estimates.csv","published_lightweight_result"
"result\idea_scan\arpa400_premium_gradient_estimates.csv","5643",".csv","included","result/idea_scan/arpa400_premium_gradient_estimates.csv","published_lightweight_result"
"result\idea_scan\arpa400_premium_gradient_support.csv","912",".csv","included","result/idea_scan/arpa400_premium_gradient_support.csv","published_lightweight_result"
"result\idea_scan\arpa400_rd_bins.csv","14380",".csv","included","result/idea_scan/arpa400_rd_bins.csv","published_lightweight_result"
"result\idea_scan\arpa400_rd_bins_direct_purchase.png","89400",".png","included","result/idea_scan/arpa400_rd_bins_direct_purchase.png","published_lightweight_result"
"result\idea_scan\arpa400_rd_bins_employer_private.png","80168",".png","included","result/idea_scan/arpa400_rd_bins_employer_private.png","published_lightweight_result"
"result\idea_scan\arpa400_rd_bins_marketplace_flag.png","88262",".png","included","result/idea_scan/arpa400_rd_bins_marketplace_flag.png","published_lightweight_result"
"result\idea_scan\arpa400_rd_bins_uninsured.png","85864",".png","included","result/idea_scan/arpa400_rd_bins_uninsured.png","published_lightweight_result"
"result\idea_scan\arpa400_robustness_estimates.csv","20784",".csv","included","result/idea_scan/arpa400_robustness_estimates.csv","published_lightweight_result"
"result\idea_scan\arpa400_robustness_summary.csv","4296",".csv","included","result/idea_scan/arpa400_robustness_summary.csv","published_lightweight_result"
"result\idea_scan\arpa400_source_decomposition_agreement.csv","1274",".csv","included","result/idea_scan/arpa400_source_decomposition_agreement.csv","published_lightweight_result"
"result\idea_scan\arpa400_source_decomposition_cell_means.csv","12150",".csv","included","result/idea_scan/arpa400_source_decomposition_cell_means.csv","published_lightweight_result"
"result\idea_scan\arpa400_source_decomposition_estimates.csv","36203",".csv","included","result/idea_scan/arpa400_source_decomposition_estimates.csv","published_lightweight_result"
"result\idea_scan\arpa400_source_decomposition_support.csv","4430",".csv","included","result/idea_scan/arpa400_source_decomposition_support.csv","published_lightweight_result"
"result\idea_scan\arpa400_yearly_discontinuities.csv","3364",".csv","included","result/idea_scan/arpa400_yearly_discontinuities.csv","published_lightweight_result"
"result\idea_scan\arpa_cobra_estimates.csv","33990",".csv","included","result/idea_scan/arpa_cobra_estimates.csv","published_lightweight_result"
"result\idea_scan\arpa_cobra_event_panel.parquet","766949",".parquet","excluded","","excluded_large_or_raw_format"
"result\idea_scan\arpa_cobra_raw_cells.csv","863",".csv","included","result/idea_scan/arpa_cobra_raw_cells.csv","published_lightweight_result"
"result\idea_scan\arpa_cobra_support.csv","884",".csv","included","result/idea_scan/arpa_cobra_support.csv","published_lightweight_result"
"result\idea_scan\arpa_low_income_nonexpansion_estimates.csv","3939",".csv","included","result/idea_scan/arpa_low_income_nonexpansion_estimates.csv","published_lightweight_result"
"result\idea_scan\arpa_low_income_nonexpansion_support.csv","2237",".csv","included","result/idea_scan/arpa_low_income_nonexpansion_support.csv","published_lightweight_result"
"result\idea_scan\arpa_ui_marketplace_estimates.csv","7876",".csv","included","result/idea_scan/arpa_ui_marketplace_estimates.csv","published_lightweight_result"
"result\idea_scan\arpa_ui_marketplace_raw_cells.csv","5319",".csv","included","result/idea_scan/arpa_ui_marketplace_raw_cells.csv","published_lightweight_result"
"result\idea_scan\arpa_ui_marketplace_support.csv","313",".csv","included","result/idea_scan/arpa_ui_marketplace_support.csv","published_lightweight_result"
