outcome,timing,cohort_start,month,event_time,period,att,treated_delta,control_delta,n_treated_states,n_control_states
in_state_answer_rate,operational_start,2024-04-01,2025-05-01,13,post,0.00567847264980292,0.018580335775981578,0.012901863126178657,3,42
in_state_answer_rate,operational_start,2024-04-01,2025-06-01,14,post,0.051963207460361656,0.06523528434698882,0.013272076886627161,3,42
in_state_answer_rate,operational_start,2024-04-01,2025-07-01,15,post,0.05813844922012133,0.05962522518222313,0.0014867759621017996,3,40
in_state_answer_rate,operational_start,2024-04-01,2025-08-01,16,post,0.05825886162589884,0.05517107223771833,-0.0030877893881805117,3,40
in_state_answer_rate,operational_start,2024-04-01,2025-09-01,17,post,0.0638063063051029,0.060924315263890305,-0.0028819910412125867,3,40
in_state_answer_rate,operational_start,2024-04-01,2025-10-01,18,post,0.05956510833989775,0.0665822786612279,0.0070171703213301505,3,39
in_state_answer_rate,operational_start,2024-04-01,2025-11-01,19,post,0.062234673547959134,0.06838141608488853,0.006146742536929395,3,39
in_state_answer_rate,operational_start,2024-04-01,2025-12-01,20,post,0.05267700226683495,0.05919435895465219,0.0065173566878172435,3,39
in_state_answer_rate,operational_start,2024-04-01,2026-01-01,21,post,0.051240968306848135,0.05545172263865946,0.004210754331811324,3,39
in_state_answer_rate,operational_start,2024-04-01,2026-02-01,22,post,0.044810858226638245,0.05921600936200433,0.014405151135366084,3,39
in_state_answer_rate,operational_start,2024-04-01,2026-03-01,23,post,0.03805252830514396,0.05090841950070043,0.012855891195556466,3,39
in_state_answer_rate,operational_start,2024-04-01,2026-04-01,24,post,0.05556231145284726,0.07392067222839634,0.01835836077554907,3,39
in_state_answer_rate,operational_start,2024-04-01,2026-05-01,25,post,0.04876624447961067,0.0634746453142538,0.01470840083464313,3,39
in_state_answer_rate,operational_start,2025-01-01,2024-01-01,-12,pre,0.012553409167563,-0.01962182516776312,-0.03217523433532612,1,46
in_state_answer_rate,operational_start,2025-01-01,2024-02-01,-11,pre,0.019995225461980622,-0.008926068496545092,-0.028921293958525714,1,46
in_state_answer_rate,operational_start,2025-01-01,2024-03-01,-10,pre,0.012667705423369813,-0.00891192690146747,-0.021579632324837283,1,46
in_state_answer_rate,operational_start,2025-01-01,2024-04-01,-9,pre,0.0014042085389784457,-0.014952473866324256,-0.016356682405302702,1,43
in_state_answer_rate,operational_start,2025-01-01,2024-05-01,-8,pre,0.0023771384303674405,-0.01839023085246838,-0.02076736928283582,1,43
in_state_answer_rate,operational_start,2025-01-01,2024-06-01,-7,pre,0.006179293898284956,-0.028490759584602898,-0.034670053482887854,1,43
in_state_answer_rate,operational_start,2025-01-01,2024-07-01,-6,pre,0.025473666245830022,-0.011157747732134737,-0.03663141397796476,1,43
in_state_answer_rate,operational_start,2025-01-01,2024-08-01,-5,pre,0.012392332155098152,-0.009185387470157402,-0.021577719625255554,1,43
in_state_answer_rate,operational_start,2025-01-01,2024-09-01,-4,pre,-0.0029183326973005195,0.0029897975012442846,0.005908130198544804,1,43
in_state_answer_rate,operational_start,2025-01-01,2024-10-01,-3,pre,-0.005151768253792981,-0.008080818958898006,-0.002929050705105025,1,43
in_state_answer_rate,operational_start,2025-01-01,2024-11-01,-2,pre,0.0033102838078982854,-0.005876197198538269,-0.009186481006436554,1,43
in_state_answer_rate,operational_start,2025-01-01,2025-01-01,0,post,0.004883101193497526,0.0010064067901557339,-0.003876694403341792,1,42
in_state_answer_rate,operational_start,2025-01-01,2025-03-01,2,post,0.008480543331286521,0.00603770274106219,-0.0024428405902243316,1,42
in_state_answer_rate,operational_start,2025-01-01,2025-04-01,3,post,0.001971037106824476,0.002423442984461288,0.0004524058776368121,1,42
in_state_answer_rate,operational_start,2025-01-01,2025-05-01,4,post,0.008792779139493617,0.002607688197274083,-0.006185090942219534,1,42
in_state_answer_rate,operational_start,2025-01-01,2025-06-01,5,post,0.011419733469043951,0.005604856287272919,-0.005814877181771031,1,42
in_state_answer_rate,operational_start,2025-01-01,2025-07-01,6,post,0.019838154887845127,0.002583783269178075,-0.017254371618667053,1,40
in_state_answer_rate,operational_start,2025-01-01,2025-08-01,7,post,0.019158661724704797,-0.0026702752442445687,-0.021828936968949365,1,40
in_state_answer_rate,operational_start,2025-01-01,2025-09-01,8,post,0.01639545745309183,-0.0052276811688896085,-0.02162313862198144,1,40
in_state_answer_rate,operational_start,2025-01-01,2025-10-01,9,post,0.009634882870198388,-0.0021961431820142208,-0.011831026052212609,1,39
in_state_answer_rate,operational_start,2025-01-01,2025-11-01,10,post,0.01710304781418648,0.004401593977573115,-0.012701453836613363,1,39
in_state_answer_rate,operational_start,2025-01-01,2025-12-01,11,post,0.013681766671362951,0.001350926985637435,-0.012330839685725516,1,39
in_state_answer_rate,operational_start,2025-01-01,2026-01-01,12,post,0.0063664963163242265,-0.008270945725407208,-0.014637442041731435,1,39
in_state_answer_rate,operational_start,2025-01-01,2026-02-01,13,post,-0.004485500489955945,-0.00892854572813262,-0.004443045238176675,1,39
in_state_answer_rate,operational_start,2025-01-01,2026-03-01,14,post,0.0012789952721467789,-0.004713309905839513,-0.005992305177986292,1,39
in_state_answer_rate,operational_start,2025-01-01,2026-04-01,15,post,-2.5196789072579745e-06,-0.0004923552769009465,-0.0004898355979936885,1,39
in_state_answer_rate,operational_start,2025-01-01,2026-05-01,16,post,0.000995652242628855,-0.003144143296270774,-0.004139795538899629,1,39
in_state_answer_rate,operational_start,2025-10-01,2024-10-01,-12,pre,0.05451303990812964,0.0743027942726947,0.019789754364565062,1,41
in_state_answer_rate,operational_start,2025-10-01,2024-11-01,-11,pre,0.044122910932306005,0.056211310717114826,0.012088399784808822,1,41
in_state_answer_rate,operational_start,2025-10-01,2024-12-01,-10,pre,-0.02201826571163992,-0.0007950162958314522,0.021223249415808467,1,41
in_state_answer_rate,operational_start,2025-10-01,2025-01-01,-9,pre,0.01960502481278121,0.03714064937682093,0.017535624564039724,1,40
in_state_answer_rate,operational_start,2025-10-01,2025-03-01,-7,pre,0.07210534971328214,0.0904859964362873,0.01838064672300516,1,40
in_state_answer_rate,operational_start,2025-10-01,2025-04-01,-6,pre,0.08419015021131515,0.10458185647408047,0.020391706262765315,1,40
in_state_answer_rate,operational_start,2025-10-01,2025-05-01,-5,pre,0.13668782747821992,0.1499937710227981,0.013305943544578164,1,40
in_state_answer_rate,operational_start,2025-10-01,2025-06-01,-4,pre,0.08620218159312375,0.09919235578284846,0.01299017418972471,1,40
in_state_answer_rate,operational_start,2025-10-01,2025-07-01,-3,pre,0.047385296439645355,0.05175406344295974,0.004368767003314386,1,40
in_state_answer_rate,operational_start,2025-10-01,2025-08-01,-2,pre,0.013368486667263804,0.013162688320295879,-0.00020579834696792532,1,40
in_state_answer_rate,operational_start,2025-10-01,2025-10-01,0,post,0.017649951554015803,0.02801688860885676,0.010366937054840956,1,39
in_state_answer_rate,operational_start,2025-10-01,2025-11-01,1,post,0.07375152736598635,0.08324803663642655,0.0094965092704402,1,39
in_state_answer_rate,operational_start,2025-10-01,2025-12-01,2,post,0.09982883707952335,0.1096959605008514,0.009867123421328049,1,39
in_state_answer_rate,operational_start,2025-10-01,2026-01-01,3,post,0.08418898946295428,0.0917495105282764,0.007560521065322129,1,39
in_state_answer_rate,operational_start,2025-10-01,2026-02-01,4,post,0.0825544448516578,0.1003093627205347,0.01775491786887689,1,39
in_state_answer_rate,operational_start,2025-10-01,2026-03-01,5,post,0.07533812173506602,0.0915437796641333,0.016205657929067273,1,39
in_state_answer_rate,operational_start,2025-10-01,2026-04-01,6,post,0.07466245510794117,0.09637058261700104,0.021708127509059875,1,39
in_state_answer_rate,operational_start,2025-10-01,2026-05-01,7,post,0.10466138126165592,0.12271954882980984,0.018058167568153934,1,39
flowout_to_national_backup_rate,operational_start,2021-10-01,2021-07-01,-3,pre,0.00897248712609344,-0.0048575770426915466,-0.013830064168784987,1,51
flowout_to_national_backup_rate,operational_start,2021-10-01,2021-08-01,-2,pre,0.016117433335259973,0.009895807532900716,-0.006221625802359259,1,51
flowout_to_national_backup_rate,operational_start,2021-10-01,2021-10-01,0,post,-0.014004195018743969,-0.017571932987754488,-0.0035677379690105186,1,50
flowout_to_national_backup_rate,operational_start,2021-10-01,2021-11-01,1,post,-0.003073915470580002,-0.015289206299918923,-0.01221529082933892,1,50
flowout_to_national_backup_rate,operational_start,2021-10-01,2021-12-01,2,post,-0.011965183967796951,-0.03172376402019586,-0.01975858005239891,1,50
flowout_to_national_backup_rate,operational_start,2021-10-01,2022-01-01,3,post,-0.019489428746685043,-0.03708187606492691,-0.017592447318241868,1,49
flowout_to_national_backup_rate,operational_start,2021-10-01,2022-02-01,4,post,-0.011942451116198818,-0.039355175436005,-0.027412724319806184,1,49
flowout_to_national_backup_rate,operational_start,2021-10-01,2022-03-01,5,post,-0.011635714959999672,-0.039727813614500486,-0.028092098654500814,1,49
flowout_to_national_backup_rate,operational_start,2021-10-01,2022-04-01,6,post,-0.01840596130511785,-0.049078276461029864,-0.030672315155912015,1,48
flowout_to_national_backup_rate,operational_start,2021-10-01,2022-05-01,7,post,-0.01498313513391726,-0.04928280882038107,-0.03429967368646381,1,48
flowout_to_national_backup_rate,operational_start,2021-10-01,2022-06-01,8,post,-0.011463293001029572,-0.04707547321529084,-0.03561218021426127,1,48
flowout_to_national_backup_rate,operational_start,2021-10-01,2022-07-01,9,post,0.001235947098171583,-0.04997743760630358,-0.051213384704475166,1,48
flowout_to_national_backup_rate,operational_start,2021-10-01,2022-08-01,10,post,0.014642464164437943,-0.04977457723614766,-0.0644170414005856,1,48
flowout_to_national_backup_rate,operational_start,2021-10-01,2022-09-01,11,post,-0.005549282153292312,-0.04346736315593929,-0.03791808100264698,1,48
flowout_to_national_backup_rate,operational_start,2021-10-01,2022-10-01,12,post,-0.019189663942349805,-0.048398216901066146,-0.02920855295871634,1,48
flowout_to_national_backup_rate,operational_start,2021-10-01,2022-11-01,13,post,-0.008361151614803282,-0.047764911484027214,-0.03940375986922393,1,48
flowout_to_national_backup_rate,operational_start,2021-10-01,2022-12-01,14,post,-0.01645446801048149,-0.04940258663141798,-0.03294811862093649,1,48
flowout_to_national_backup_rate,operational_start,2021-10-01,2023-01-01,15,post,-0.007837547541205345,-0.04969130672969795,-0.04185375918849261,1,48
flowout_to_national_backup_rate,operational_start,2021-10-01,2023-02-01,16,post,-0.0007969607633944303,-0.04134725609120657,-0.04055029532781214,1,48
flowout_to_national_backup_rate,operational_start,2021-10-01,2023-03-01,17,post,-0.0011076800070358508,-0.047108352203222195,-0.046000672196186344,1,48
flowout_to_national_backup_rate,operational_start,2021-10-01,2023-04-01,18,post,0.004008124653168688,-0.04885414421651417,-0.05286226886968286,1,47
flowout_to_national_backup_rate,operational_start,2021-10-01,2023-05-01,19,post,0.0017602745211333579,-0.04969130672969795,-0.05145158125083131,1,47
flowout_to_national_backup_rate,operational_start,2021-10-01,2023-06-01,20,post,0.001883394270685651,-0.04833010506544579,-0.050213499336131444,1,47
flowout_to_national_backup_rate,operational_start,2021-10-01,2023-07-01,21,post,-0.002903057114355484,-0.051356557151505146,-0.04845350003714966,1,47
flowout_to_national_backup_rate,operational_start,2021-10-01,2023-08-01,22,post,0.005008529615118086,-0.05004115226337449,-0.05504968187849257,1,47
flowout_to_national_backup_rate,operational_start,2021-10-01,2023-09-01,23,post,0.007520438793964662,-0.04781212789965525,-0.05533256669361991,1,46
flowout_to_national_backup_rate,operational_start,2021-10-01,2023-10-01,24,post,0.012209004640459528,-0.04858489478900182,-0.06079389942946135,1,46
flowout_to_national_backup_rate,operational_start,2021-10-01,2023-11-01,25,post,0.007179156668634452,-0.04784287173639322,-0.05502202840502767,1,46
flowout_to_national_backup_rate,operational_start,2021-10-01,2023-12-01,26,post,0.014525290721539345,-0.033510338031133693,-0.04803562875267304,1,46
flowout_to_national_backup_rate,operational_start,2021-10-01,2024-01-01,27,post,0.01780790094670784,-0.03299293564273273,-0.05080083658944057,1,46
flowout_to_national_backup_rate,operational_start,2021-10-01,2024-02-01,28,post,0.04146968936205846,-0.009702990845639158,-0.051172680207697614,1,46
flowout_to_national_backup_rate,operational_start,2021-10-01,2024-03-01,29,post,0.07706749626564749,0.01600682975090558,-0.0610606665147419,1,46
flowout_to_national_backup_rate,operational_start,2021-10-01,2024-04-01,30,post,0.04004138291592606,-0.021265450137454813,-0.061306833053380874,1,43
flowout_to_national_backup_rate,operational_start,2022-01-01,2021-07-01,-6,pre,-0.016906924452543964,-0.010743797118581089,0.006163127333962877,1,51
flowout_to_national_backup_rate,operational_start,2022-01-01,2021-08-01,-5,pre,-0.01875870048924869,-0.004987134788860079,0.013771565700388611,1,51
flowout_to_national_backup_rate,operational_start,2022-01-01,2021-09-01,-4,pre,-0.03682298922497798,-0.016829797722230116,0.019993191502747865,1,51
flowout_to_national_backup_rate,operational_start,2022-01-01,2021-10-01,-3,pre,-0.030187792375547046,-0.013996950292158652,0.016190842083388394,1,50
flowout_to_national_backup_rate,operational_start,2022-01-01,2021-11-01,-2,pre,-0.01657314304247142,-0.009029853819411432,0.007543289223059987,1,50
flowout_to_national_backup_rate,operational_start,2022-01-01,2022-01-01,0,post,0.008186696318777976,0.011099530640172342,0.002912834321394366,1,49
flowout_to_national_backup_rate,operational_start,2022-01-01,2022-02-01,1,post,-0.0014895497986450196,-0.008396992478814966,-0.006907442680169946,1,49
flowout_to_national_backup_rate,operational_start,2022-01-01,2022-03-01,2,post,-0.006712045828297288,-0.01429886284316187,-0.007586817014864581,1,49
flowout_to_national_backup_rate,operational_start,2022-01-01,2022-04-01,3,post,0.009805352866561126,-0.00040273119153078074,-0.010208084058091907,1,48
flowout_to_national_backup_rate,operational_start,2022-01-01,2022-05-01,4,post,0.03982039211527782,0.02598494952663412,-0.0138354425886437,1,48
flowout_to_national_backup_rate,operational_start,2022-01-01,2022-06-01,5,post,0.044494676683703674,0.029346727567262518,-0.015147949116441156,1,48
flowout_to_national_backup_rate,operational_start,2022-01-01,2022-07-01,6,post,-0.028361040294825515,-0.05911019390148056,-0.030749153606655047,1,48
flowout_to_national_backup_rate,operational_start,2022-01-01,2022-08-01,7,post,-0.03422612966694867,-0.07817893996971416,-0.04395281030276549,1,48
flowout_to_national_backup_rate,operational_start,2022-01-01,2022-09-01,8,post,-0.031544278261486834,-0.0489981281663137,-0.017453849904826867,1,48
flowout_to_national_backup_rate,operational_start,2022-01-01,2022-10-01,9,post,-0.03642955592080738,-0.045173877781703606,-0.008744321860896227,1,48
flowout_to_national_backup_rate,operational_start,2022-01-01,2022-11-01,10,post,-0.02761635693903366,-0.046555885710437485,-0.018939528771403823,1,48
flowout_to_national_backup_rate,operational_start,2022-01-01,2022-12-01,11,post,-0.02217522530373848,-0.03465911282685485,-0.01248388752311637,1,48
flowout_to_national_backup_rate,operational_start,2022-01-01,2023-01-01,12,post,-0.02541717383993401,-0.04680670193060651,-0.0213895280906725,1,48
flowout_to_national_backup_rate,operational_start,2022-01-01,2023-02-01,13,post,-0.005402740039872633,-0.025488804269864662,-0.02008606422999203,1,48
flowout_to_national_backup_rate,operational_start,2022-01-01,2023-03-01,14,post,-0.0009085993329103342,-0.026445040431276573,-0.02553644109836624,1,48
flowout_to_national_backup_rate,operational_start,2022-01-01,2023-04-01,15,post,-0.0033293042505040324,-0.03538160745412414,-0.032052303203620104,1,47
flowout_to_national_backup_rate,operational_start,2022-01-01,2023-05-01,16,post,-0.007332947158864827,-0.037974562743633394,-0.030641615584768567,1,47
flowout_to_national_backup_rate,operational_start,2022-01-01,2023-06-01,17,post,-0.003861299096400192,-0.0332648327664689,-0.02940353367006871,1,47
